"p_val","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj","cluster","gene","avg_log2FC.y","pct.1.y","pct.2.y","sd.1","sd.2","RNA.MTC.123","RNA.MTC.456","se","log2FC","tstat","tstat_corrected"
0,2.24027346362483,0.906,0.285,0,"MTC_456","CD163",2.24027346362483,0.906,0.285,0.944175679610415,0.331488759597705,0.081803686459597,1.66624549566823,0.00868082773597863,2.24027346362483,258.071411132809,139.495488198456
0,2.07111564642479,1,0.979,0,"MTC_456","LDHA",2.07111564642479,1,0.979,0.494289184581659,0.408273827520577,0.59133363097137,3.66805796212528,0.00541878992224679,2.07111564642479,382.209990817662,259.037290368676
0,2.04617002764624,1,1,0,"MTC_456","GAPDH",2.04617002764624,1,1,0.564142878254497,0.44460586967112,2.88878372345174,13.4504301157709,0.00608343659604589,2.04617002764624,336.35100741844,224.40184271959
0,1.9557398709764,0.951,0.813,0,"MTC_456","RGS16",1.9557398709764,0.951,0.813,0.994888786700755,0.550655310842669,0.341876395178247,2.19451046538371,0.00975843519134694,1.9557398709764,200.415315839839,112.284717029734
0,1.93263061767785,0.999,0.993,0,"MTC_456","MIF",1.93263061767785,0.999,0.993,0.572777643382327,0.421818916581167,0.709152369411321,3.68658130798129,0.00604166008079517,1.93263061767785,319.884037140913,210.025277029707
0,1.90029855164439,0.988,0.914,0,"MTC_456","PLAUR",1.90029855164439,0.988,0.914,0.784287847778046,0.376537616465893,0.24885260539574,1.77494134784945,0.00749684404748609,1.90029855164439,253.479802915417,146.734143708157
0,1.87242354365711,0.998,0.909,0,"MTC_456","IFITM3",1.87242354365711,0.998,0.909,0.542955865962138,0.422385087752968,0.30233560813827,1.80202100743695,0.00582933146641263,1.87242354365711,321.207252400317,213.009393090961
0,1.79815305985872,1,0.991,0,"MTC_456","ENO1",1.79815305985872,1,0.991,0.50553848377382,0.381486507903904,0.666966005485047,3.43160009200339,0.00537366919704167,1.79815305985872,334.622953874542,222.07878616699
0,1.77280874564529,0.966,0.871,0,"MTC_456","PLIN2",1.77280874564529,0.966,0.871,0.89764027145487,0.370314395959621,0.246826966005484,1.58492371386957,0.00839781629572257,1.77280874564529,211.103539684272,106.897907295936
0,1.77075736682694,1,0.996,0,"MTC_456","SH3BGRL3",1.77075736682694,1,0.996,0.657192897675069,0.373707394165116,1.08780151795396,4.97846814383191,0.00648236205670424,1.77075736682694,273.165452860747,167.633253965291
0,1.75368641704312,0.787,0.242,0,"MTC_456","VIM",1.75368641704312,0.787,0.242,0.842386779870411,0.176092844237901,0.0303463231073423,0.996387334202237,0.00750889938800837,1.75368641704312,233.547731355109,109.141714567899
0,1.69688439970098,1,0.987,0,"MTC_456","TYMP",1.69688439970098,1,0.987,0.45910113107675,0.500617871445733,0.858600676063529,4.10166372767003,0.00566958969355554,1.69688439970098,299.295802944925,212.846751760322
