"assay","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std","cluster","gene","pos_avgLFC"
"Myeloid","AC005261.1",-0.118629152136525,4.2329260547893,-0.648393533275437,0.521403580779054,0.684616665671719,-6.18228149203458,-0.641183327177788,"Favorable_Myeloid","AC005261.1",-0.118629152136525
"MONO","PTPRE",-0.174933256724326,8.38802746927494,-0.654033546002967,0.521429182066506,0.684616665671719,-6.13650848715599,-0.641143918762096,"Favorable_MONO","PTPRE",0.0381753729016703
"Myeloid","MEF2D",0.154127307967714,5.06675597558013,0.650343167225941,0.521444324161588,0.684616665671719,-6.22418266947176,0.641120610794429,"Unfavorable_Myeloid","MEF2D",0.154127307967714
"Myeloid","HDAC4",-0.136116139113213,3.42670098658944,-0.648551568263433,0.521458577682701,0.684616665671719,-6.08111530619924,-0.641098670911687,"Favorable_Myeloid","HDAC4",-0.136116139113213
"NEUT","DSTN",0.0674218607801196,6.7749831270106,0.649977755327129,0.521525264439206,0.684616665671719,-6.56526723687306,0.640996026717283,"Unfavorable_NEUT","DSTN",0.0630567809186202
"Myeloid","H2AFX",-0.117253784694372,5.54751010375411,-0.648151509696949,0.521555160120576,0.684616665671719,-6.28593331761761,-0.640950013504341,"Favorable_Myeloid","H2AFX",0.0373455948645169
"Myeloid","AL357093.2",-0.250606077213328,1.76000553531137,-0.648336952277139,0.521567804163469,0.684616665671719,-5.64057913345525,-0.640930553140708,"Favorable_Myeloid","AL357093.2",-0.250606077213328
"T Cells","PWP1",0.158548602933226,5.95993539928643,0.648093645545599,0.52158868356673,0.684616665671719,-6.02953084061445,0.640898418319185,"Unfavorable_T Cells","PWP1",-0.0811131898305857
"Myeloid","LLGL2",-0.162903801845297,4.53937946629653,-0.648098148516332,0.521589221679232,0.684616665671719,-6.29436756361429,-0.640897590136198,"Favorable_Myeloid","LLGL2",0.344064409357268
"Myeloid","CEP76",-0.127221443824773,2.39095396941828,-0.647949053670991,0.521684398396476,0.684694429723985,-5.91348322355798,-0.640751115156948,"Favorable_Myeloid","CEP76",-0.127221443824773
"Myeloid","ATP6AP2",-0.170940278708096,8.17427431767584,-0.649681281918396,0.521721026055832,0.684694429723985,-6.12350287233199,-0.64069474961768,"Favorable_Myeloid","ATP6AP2",-0.27405502559507
"Myeloid","AC011446.2",0.534250960598456,1.30606244680208,0.647860527093741,0.521740914967226,0.684694429723985,-5.54066411149031,0.640664143840453,"Unfavorable_Myeloid","AC011446.2",0.534250960598456
"Myeloid","TRIM25",0.121017064194207,4.85443171823213,0.651094961050021,0.521913853338658,0.684839582621085,-6.20210996176688,0.640398045300144,"Unfavorable_Myeloid","TRIM25",0.00804521485607146
"Myeloid","PDCD6",0.112694621215325,6.91460365911251,0.647750548481704,0.521934448566782,0.684839582621085,-6.08899374274589,0.640366358650684,"Unfavorable_Myeloid","PDCD6",-0.00100892596087454
"T Cells","POC1B",0.143319310634688,5.02323093744591,0.647346913989806,0.521959819576916,0.684839582621085,-6.05405886799109,0.640327325137851,"Unfavorable_T Cells","POC1B",0.0821395172774295
"Myeloid","SSH2",0.113266517316842,6.60512965119129,0.647508635174438,0.521974811273598,0.684839582621085,-6.08159069395555,0.640304260744768,"Unfavorable_Myeloid","SSH2",-0.0102338192246647
"Myeloid","SLC39A3",-0.159217728088354,5.74572529294121,-0.64762882821352,0.522038468388764,0.684843798275056,-6.22753578709771,-0.640206329477433,"Favorable_Myeloid","SLC39A3",-0.159217728088354
"Myeloid","KANTR",0.181791588471906,3.1449927486554,0.64739264938638,0.522039669264351,0.684843798275056,-6.08160215158672,0.640204482087528,"Unfavorable_Myeloid","KANTR",0.181791588471906
"T Cells","PPP3CA",0.13082172558046,7.01469497375091,0.64739412297373,0.522071815189547,0.684845534401733,-6.05193946424922,0.640155030601336,"Unfavorable_T Cells","PPP3CA",-0.00846288608006107
"Myeloid","FANCB",0.387075662942488,0.485104059421284,0.649271504958589,0.52214639744038,0.684902934336609,-5.28494577150525,0.640040303483634,"Unfavorable_Myeloid","FANCB",0.387075662942488
"T Cells","XPA",0.131615874417493,6.15433308878005,0.647708617539065,0.522205403091679,0.684939896770604,-6.05882389052021,0.63994954324149,"Unfavorable_T Cells","XPA",0.151937094062963
"T Cells","ITGAE",-0.117731089350499,6.32868912020469,-0.647523328017332,0.522284884469732,0.685003709818368,-6.20260866135562,-0.639827296349603,"Favorable_T Cells","ITGAE",-0.0122498499544402
"Myeloid","FAAP24",0.166177989016855,1.9069441516268,0.646890473503214,0.522360426522859,0.685062349009055,-5.73566197169089,0.639711117226103,"Unfavorable_Myeloid","FAAP24",0.166177989016855
"Myeloid","ANKLE1",0.380535612674859,-0.212763595575541,0.66091036833083,0.522445957132485,0.685134080241202,-5.28727950184446,0.63957958672656,"Unfavorable_Myeloid","ANKLE1",0.380535612674859
"Myeloid","WDR33",0.0640031763977538,6.34515735721971,0.646761602312721,0.522564292046875,0.68524778275127,-6.17368908653746,0.639397627423137,"Unfavorable_Myeloid","WDR33",0.0765735097028584
"Myeloid","AC018647.2",0.331274204295051,0.684100737017462,0.648566327116519,0.522594341721962,0.68524778275127,-5.29369799077442,0.639351424498799,"Unfavorable_Myeloid","AC018647.2",0.331274204295051
"MONO","PTEN",-0.113270677414047,6.94458095176142,-0.662047817686018,0.522665233693182,0.685300296673482,-6.07609549298591,-0.639242429846482,"Favorable_MONO","PTEN",0.318082425575675
"Myeloid","PIK3AP1",-0.0922522735516562,6.19212470442374,-0.646673844062114,0.522777324987864,0.685348495024094,-6.22139248557834,-0.639070107747908,"Favorable_Myeloid","PIK3AP1",-0.16799847766227
"Myeloid","PCLAF",-0.56110702147687,0.671730613140409,-0.646259784285473,0.522784629043143,0.685348495024094,-5.4480607913146,-0.639058879611831,"Favorable_Myeloid","PCLAF",-0.56110702147687
"Myeloid","AL160272.1",0.30753327904892,1.73398929050554,0.646176786979854,0.522816465545264,0.685348495024094,-5.66007449677558,0.639009939989643,"Unfavorable_Myeloid","AL160272.1",0.30753327904892
"T Cells","ILF2",-0.09604163127511,7.27532120916215,-0.646011458455639,0.522842830164054,0.685348495024094,-6.29229492907931,-0.638969412999722,"Favorable_T Cells","ILF2",-0.175671750331095
"Myeloid","SHLD1",-0.0840391620610701,4.03123719318445,-0.646200805667752,0.522856219413719,0.685348495024094,-6.16147273795101,-0.638948831803508,"Favorable_Myeloid","SHLD1",-0.0840391620610701
"Myeloid","CERS4",-0.105493299321117,4.62412679800893,-0.645972823064366,0.52295296929188,0.685434876397845,-6.22700954216874,-0.638800121413364,"Favorable_Myeloid","CERS4",-0.105493299321117
"MONO","TAF1D",-0.115528375762431,6.98210923816606,-0.646223400576774,0.523310578091622,0.685863135410709,-6.38398669623437,-0.638250577699976,"Favorable_MONO","TAF1D",-0.0791295483571238
"T Cells","SEC61B",-0.102442479761878,8.71521998593867,-0.644918044455905,0.523525212337723,0.686093700764532,-6.28601793433834,-0.637920838038275,"Favorable_T Cells","SEC61B",-0.0782444438246714
"Myeloid","FBXO31",-0.214009091374845,1.43993308222241,-0.645032258195265,0.523548255837915,0.686093700764532,-5.60451693610144,-0.63788544074689,"Favorable_Myeloid","FBXO31",-0.214009091374845
"Myeloid","IKZF4",-0.247716954955119,1.37582587277702,-0.644796859875026,0.523698833365575,0.686250553110977,-5.63604201114019,-0.637654157162023,"Favorable_Myeloid","IKZF4",-0.247716954955119
"Myeloid","DAPP1",0.123694357964994,5.4342566210565,0.644567812399031,0.524034743339937,0.686650230717111,-6.19984377170851,0.637138330111681,"Unfavorable_Myeloid","DAPP1",0.407470895895164
"MONO","BCL10",0.178709054611952,6.4161378622602,0.646833553409598,0.524131633443344,0.686697911935173,-5.91376170368004,0.6369895761057,"Unfavorable_MONO","BCL10",0.348649079328581
"Myeloid","ZNHIT1",0.130716749684006,6.3500071709836,0.644356795911166,0.524132944259805,0.686697911935173,-6.0959888796345,0.63698756372436,"Unfavorable_Myeloid","ZNHIT1",-0.104281583935653
"Myeloid","ITGB3",0.430042318553643,1.33121573873227,0.644052934465362,0.524174853999091,0.686712327889493,-5.6519174449772,0.63692322474355,"Unfavorable_Myeloid","ITGB3",0.430042318553643
"T Cells","RNF5",-0.102491033618518,6.29756004747926,-0.643556775702754,0.524384442435236,0.686946402126555,-6.11785408488083,-0.636601508382579,"Favorable_T Cells","RNF5",-0.0294852680338815
"Myeloid","NUSAP1",0.569192485467173,1.03600283337498,0.643871489075464,0.524471872324183,0.687020429853261,-5.44723797044989,0.636467323765986,"Unfavorable_Myeloid","NUSAP1",0.569192485467173
"Myeloid","DSE",0.256182954745356,6.37490615180602,0.643588096057842,0.524580758639381,0.68712255357003,-6.1970326014163,0.636300224529656,"Unfavorable_Myeloid","DSE",-0.170759005876495
"Myeloid","HMGB1",0.0976701012385046,9.80418277236457,0.643305138253317,0.52465731461611,0.687176734160008,-5.99488417596216,0.636182750749218,"Unfavorable_Myeloid","HMGB1",0.0572460180400306
"Myeloid","TRIP6",0.103182479337967,5.2456653797853,0.643420246145483,0.524683977452835,0.687176734160008,-6.2798399805711,0.636141839163254,"Unfavorable_Myeloid","TRIP6",0.103182479337967
"Myeloid","KATNA1",0.0749440238353385,4.8398473847458,0.643184810297421,0.524793200814148,0.687279272008108,-6.27162138742529,0.635974257421012,"Unfavorable_Myeloid","KATNA1",0.25564404599728
"B Cells","VAPA",0.1807359176652,8.17953085897779,0.637155605895657,0.524897661666879,0.687375561064205,-6.18569712250654,0.63581399951809,"Unfavorable_B Cells","VAPA",-0.309065940844457
"T Cells","STMP1",-0.109241139224154,7.02806905617283,-0.6432183131993,0.524953507154269,0.687408178657514,-6.07607268661843,-0.635728331243661,"Favorable_T Cells","STMP1",-0.279670045874896
"Myeloid","C16orf70",-0.086666358031767,4.6014531554474,-0.642609294703951,0.525455309842217,0.687943493625358,-6.25515246240927,-0.63495876343527,"Favorable_Myeloid","C16orf70",-0.086666358031767
"MONO","TCEA1",0.132025526035599,6.40975688037216,0.64336325806225,0.525465684141751,0.687943493625358,-6.25602605149661,0.634942857311664,"Unfavorable_MONO","TCEA1",0.243969542267652
"Myeloid","AC018809.1",0.47556923258027,-0.939554864022742,0.642151124013204,0.525483359390021,0.687943493625358,-5.15022509201529,0.634915757569232,"Unfavorable_Myeloid","AC018809.1",0.47556923258027
"Myeloid","SPCS2",-0.197588039025529,8.24499633826057,-0.643822854344553,0.525489320083408,0.687943493625358,-6.12742224748318,-0.634906618721806,"Favorable_Myeloid","SPCS2",0.0156625433498967
"T Cells","WDR20",-0.116945522474346,5.28645041725762,-0.642065723026895,0.525528325158809,0.687943493625358,-5.90025739259882,-0.634846818022638,"Favorable_T Cells","WDR20",-0.109979629613478
"T Cells","ELK4",0.110896472306243,5.96050452758166,0.642077854958825,0.525555910544423,0.687943493625358,-5.97028629842295,0.634804526811261,"Unfavorable_T Cells","ELK4",0.0706320151926607
"Myeloid","MSX2",-0.379251536040306,0.869875408873942,-0.642029760909435,0.525579045154618,0.687943493625358,-5.43946118444142,-0.634769059968181,"Favorable_Myeloid","MSX2",-0.379251536040306
"NEUT","SH3BGRL3",-0.138734667019584,11.7162255809746,-0.643895845495949,0.525638095891156,0.687967218750147,-6.4707947764965,-0.634678535016844,"Favorable_NEUT","SH3BGRL3",-0.26571214880215
"T Cells","SQLE",0.152651992433831,5.10695056983214,0.64165155857848,0.525659096841498,0.687967218750147,-6.02059540585315,0.63464634175249,"Unfavorable_T Cells","SQLE",0.201077633342021
"T Cells","RACK1",-0.0967750683146775,11.3067983383233,-0.641307988200613,0.525825415605581,0.68812349750812,-6.35975082733969,-0.634391407757612,"Favorable_T Cells","RACK1",-0.387788588583189
"NEUT","SNX27",0.0882955699656547,6.407035223749,0.643889738059163,0.525840445753201,0.68812349750812,-6.24236175669206,0.634368371525164,"Unfavorable_NEUT","SNX27",-0.13915092896015
"T Cells","PDXK",0.170419573779472,4.98806164075525,0.641160200534277,0.525920208172202,0.68816244123782,-6.12656331686275,0.634246127818206,"Unfavorable_T Cells","PDXK",0.287978090643952
"Myeloid","AL451165.2",-0.166844216101119,3.0966248910089,-0.642371505015026,0.525932148821253,0.68816244123782,-6.05819402881247,-0.634227828421531,"Favorable_Myeloid","AL451165.2",-0.166844216101119
"T Cells","SELENOM",-0.155035530670925,6.28047601994888,-0.64095184773845,0.526060928129258,0.688290411147332,-6.09446019865467,-0.634030483830137,"Favorable_T Cells","SELENOM",-0.216808331293712
"Myeloid","PAN2",0.166375945528767,3.09193421113036,0.64102470187617,0.526114945574882,0.688318704890053,-6.0936672762605,0.633947713513456,"Unfavorable_Myeloid","PAN2",0.166375945528767
"Myeloid","RELL2",0.138625692975758,2.73131972061859,0.643947979038621,0.526171577231888,0.688318704890053,-5.87886002480338,0.633860942133684,"Unfavorable_Myeloid","RELL2",0.138625692975758
"T Cells","AL662844.4",0.268351623144199,5.22162337055814,0.641089397078901,0.526175489561076,0.688318704890053,-5.71022351772506,0.633854947814627,"Unfavorable_T Cells","AL662844.4",0.223216519080788
"MONO","CHSY1",-0.154037801260186,4.94438355920856,-0.648622455663206,0.526467950518105,0.688660743704332,-6.12894154730991,-0.633406914938574,"Favorable_MONO","CHSY1",0.0622744812420855
"Myeloid","AC105339.6",-0.245122920183983,0.798909754405333,-0.640468684198976,0.52660278178387,0.688779235009261,-5.38087881870538,-0.633200404238006,"Favorable_Myeloid","AC105339.6",-0.245122920183983
"Myeloid","GEN1",0.336790745548607,1.14104156291406,0.640309680594666,0.526620533972606,0.688779235009261,-5.45989561851043,0.63317321658495,"Unfavorable_Myeloid","GEN1",0.336790745548607
"MONO","POLR2H",-0.144603906741225,5.42815965228187,-0.6561747103305,0.526702589899027,0.688846008886131,-6.20809300733927,-0.633047553200867,"Favorable_MONO","POLR2H",-0.141238839689958
"Myeloid","PTCHD4",0.671860965799026,0.0844169780954864,0.640019670671903,0.526762568851107,0.68884772353469,-5.20237997241953,0.632955705609637,"Unfavorable_Myeloid","PTCHD4",0.671860965799026
"NEUT","SLU7",0.119814125100761,6.17538348136739,0.650417429429767,0.52676590623241,0.68884772353469,-6.4454851319132,0.632950595133095,"Unfavorable_NEUT","SLU7",0.121574916888169
"Myeloid","DENND4B",0.0820866078683453,5.31938037618796,0.640884532115615,0.526798010975241,0.68884916465742,-6.26912391891904,0.632901434518145,"Unfavorable_Myeloid","DENND4B",0.444412839071413
"NEUT","NUDT1",-0.151001016160929,5.42936372706373,-0.641442106998108,0.526966445932983,0.689028862601362,-6.32800097663785,-0.632643542352954,"Favorable_NEUT","NUDT1",0.0755720481384008
"Myeloid","WDR35",-0.248305535140508,1.41912277338893,-0.639693456868907,0.527018245063963,0.689056042548912,-5.55251529763537,-0.632564240732153,"Favorable_Myeloid","WDR35",-0.248305535140508
"NEUT","CDC37",0.103518539400105,7.25346607757506,0.641455387843719,0.527105608695652,0.689129715775739,-6.33282783149163,0.632430500828293,"Unfavorable_NEUT","CDC37",-0.0667342366745896
"Myeloid","PCYT2",0.113141921518487,3.31223812831341,0.63928464211133,0.527265257194833,0.689214552258691,-6.09413718605368,0.632186133441484,"Unfavorable_Myeloid","PCYT2",0.113141921518487
"Myeloid","THEMIS2",-0.155473309884418,6.56061481131285,-0.639211125588777,0.527278684433086,0.689214552258691,-6.24304975370733,-0.632165582641688,"Favorable_Myeloid","THEMIS2",-0.233512192101237
"T Cells","GPN1",-0.116526104616904,5.5055926923611,-0.642769402516026,0.527309652538519,0.689214552258691,-6.009192227629,-0.632118186024847,"Favorable_T Cells","GPN1",-0.203688421583333
"NEUT","CERS2",0.0860410229514663,5.81915895752096,0.641008747405057,0.527310958267172,0.689214552258691,-6.29567532466739,0.632116187641231,"Unfavorable_NEUT","CERS2",0.109510997670678
"Myeloid","IFNAR2",-0.131167279960284,5.25187222847316,-0.641196953576215,0.527329020630839,0.689214552258691,-6.28576939032277,-0.63208854392417,"Favorable_Myeloid","IFNAR2",-0.145812807886127
"T Cells","AGO3",0.11453883432768,5.70159933815345,0.639861057161239,0.527365057615354,0.689214552258691,-6.07387459995237,0.63203339222004,"Unfavorable_T Cells","AGO3",0.0292875605922109
"Myeloid","EIF2B2",0.110131147611812,4.61588943980587,0.641403198014176,0.52739927279705,0.689214552258691,-6.19270888794504,0.631981030417565,"Unfavorable_Myeloid","EIF2B2",-0.0909500564211236
"Myeloid","SMIM8",0.0902323236651741,4.16876892756275,0.639153134497036,0.527437723663185,0.689214552258691,-6.21606496167914,0.631922188528928,"Unfavorable_Myeloid","SMIM8",0.0902323236651741
"Myeloid","PAFAH1B3",-0.162630292903562,4.06885462980603,-0.638999238799262,0.527449671299644,0.689214552258691,-6.19461580844383,-0.631903905342282,"Favorable_Myeloid","PAFAH1B3",-0.162630292903562
"Myeloid","AGO2",0.0962622879388699,4.46750869666148,0.639023490920504,0.527537807986369,0.689289182925559,-6.24182922336139,0.631769038372397,"Unfavorable_Myeloid","AGO2",0.27077899333874
"T Cells","BSDC1",-0.135855192869088,5.80545355239718,-0.641053070444454,0.527612263526375,0.68934592986549,-6.0775737147628,-0.631655115279643,"Favorable_T Cells","BSDC1",-0.271448608733623
"MONO","NANS",0.133847580170616,6.88370926473202,0.639497911063533,0.527643856537944,0.689346671865501,-6.09945656233019,0.631606777853824,"Unfavorable_MONO","NANS",-0.244250625914994
"Myeloid","ZNF622",-0.119475871444183,5.73524454031843,-0.6384240756487,0.527784147925023,0.689489415730603,-6.28569042436742,-0.63139214933035,"Favorable_Myeloid","ZNF622",-0.145074290084777
"Myeloid","NOTCH2NLC",0.22951271344518,1.29309986618345,0.638664903927011,0.527849727687985,0.689534546387168,-5.48428644476849,0.631291830354913,"Unfavorable_Myeloid","NOTCH2NLC",0.22951271344518
"Myeloid","RWDD3",-0.101692388618909,4.67177090579924,-0.638891571355535,0.527919527794891,0.689554775532907,-6.20502036918358,-0.631185062394819,"Favorable_Myeloid","RWDD3",0.00380321385252236
"Myeloid","MEF2B",-0.169915127741032,1.79504949832671,-0.638384175791745,0.52795739832062,0.689554775532907,-5.58907029616738,-0.631127137718155,"Favorable_Myeloid","MEF2B",-0.169915127741032
"MONO","PRXL2C",-0.131468821518525,5.68115262139877,-0.640802008026523,0.5279583168174,0.689554775532907,-6.09628650329364,-0.631125732862218,"Favorable_MONO","PRXL2C",0.0689971656092316
"Myeloid","ARL10",0.131740284941547,2.60271509354901,0.637868380102983,0.528155746822542,0.689735136459249,-5.90610761859895,0.63082378932209,"Unfavorable_Myeloid","ARL10",0.131740284941547
"Myeloid","TNIP2",-0.133974741645459,5.10545270893388,-0.637936081485872,0.528158495509144,0.689735136459249,-6.25351805966224,-0.630819585969042,"Favorable_Myeloid","TNIP2",-0.0973433019996259
"Myeloid","GIMAP6",-0.189902260484572,5.31785491052864,-0.639258453541846,0.528242300552735,0.689804036202246,-6.26984994789789,-0.630691434770973,"Favorable_Myeloid","GIMAP6",-0.205291147122533
"T Cells","ANXA4",-0.214425019379057,5.62295668867939,-0.638112831095356,0.528592468610641,0.690220736956972,-6.01098589607305,-0.630156084297607,"Favorable_T Cells","ANXA4",-0.00674342319197652
"T Cells","CD151",-0.148911403272125,5.39939991871278,-0.639116103574527,0.52864560156591,0.690234640976673,-5.94266151056625,-0.630074868362601,"Favorable_T Cells","CD151",-0.281127458438837
"Myeloid","SAT1",-0.134927274424371,12.6470138720614,-0.63705309108775,0.528665246867141,0.690234640976673,-5.91462442827352,-0.630044840753871,"Favorable_Myeloid","SAT1",-0.288016966211969
"Myeloid","RAP1GAP2",0.13942568059697,3.43924473918187,0.639535691654515,0.5287631319081,0.690299635898018,-6.12144617146488,0.629895233101628,"Unfavorable_Myeloid","RAP1GAP2",0.13942568059697
"Myeloid","CIAO2A",-0.13836562450921,6.82468945979915,-0.646720363877133,0.528777163823047,0.690299635898018,-6.15283091177533,-0.629873787855928,"Favorable_Myeloid","CIAO2A",-0.337303728851659
"T Cells","GNL3L",-0.153801832249541,5.40384789564988,-0.636964024534988,0.528858445805349,0.690365184616006,-5.98853870290904,-0.629749568736266,"Favorable_T Cells","GNL3L",-0.196345391222441
"Myeloid","DUSP18",-0.100488330202215,3.71636470504703,-0.636392576605423,0.529090023658611,0.690626908452044,-6.20807100362706,-0.629395713346159,"Favorable_Myeloid","DUSP18",-0.100488330202215
"Myeloid","CLN5",-0.0707132417912968,6.13452124815763,-0.636270496546801,0.529168553251709,0.690650996380268,-6.26669499788286,-0.629275736519108,"Favorable_Myeloid","CLN5",-0.0903872374540233
"Myeloid","ZNF35",0.135790961577359,3.2048200197192,0.636267244822163,0.529170645050528,0.690650996380268,-6.14088865395167,0.629272540810984,"Unfavorable_Myeloid","ZNF35",0.135790961577359
"NEUT","RALB",0.128596230281569,6.44830856945171,0.638952850198416,0.529208665054709,0.690660048684322,-6.46397846959544,0.629214457551451,"Unfavorable_NEUT","RALB",-0.271124646505723
"Myeloid","TUBG1",-0.152549074622444,4.43051762109395,-0.63607977101311,0.529305706271403,0.69070273153709,-6.22554052144267,-0.629066217053977,"Favorable_Myeloid","TUBG1",-0.152549074622444
"Myeloid","SLC66A3",-0.123392737644896,5.27819839307369,-0.636134345902691,0.529310629040409,0.69070273153709,-6.29662388016489,-0.629058697383494,"Favorable_Myeloid","SLC66A3",-0.491589085969435
"T Cells","ERG28",0.134501600146135,5.37072140310605,0.641927924195119,0.529334628588756,0.69070273153709,-6.07834827126828,0.62902203789623,"Unfavorable_T Cells","ERG28",0.0343190737939625
"T Cells","CLTA",0.0996954624940294,7.83645867776041,0.635889942780271,0.529414903121608,0.690738934247373,-6.13241667790311,0.628899424096737,"Unfavorable_T Cells","CLTA",0.103661198799561
"Myeloid","EEF1E1",-0.17812728037703,5.30517519659341,-0.635886033112137,0.529424548820053,0.690738934247373,-6.24142959339878,-0.628884691595498,"Favorable_Myeloid","EEF1E1",-0.0988854913692266
"Myeloid","MFSD10",-0.135478472897391,5.60863273099064,-0.635482871299532,0.529678777259044,0.691016005801098,-6.22126673151896,-0.628496441192693,"Favorable_Myeloid","MFSD10",-0.197468603634022
"B Cells","MAP1LC3B",-0.206821017807228,8.09919431361759,-0.634652146056555,0.529701905971735,0.691016005801098,-6.16165483726832,-0.628461124385955,"Favorable_B Cells","MAP1LC3B",-0.1472447288856
"Myeloid","EXOSC10",-0.0687056958358871,4.75869190856119,-0.635384047232883,0.529738959664671,0.691016005801098,-6.30685475446772,-0.628404546212201,"Favorable_Myeloid","EXOSC10",-0.0687056958358871
"T Cells","RO60",0.10224705247817,7.00222995294007,0.637583426217455,0.529761314317292,0.691016005801098,-6.18118741736426,0.628370413329033,"Unfavorable_T Cells","RO60",-0.00574915077989369
"NEUT","CPD",-0.213939353957199,5.58827714638984,-0.637031487610421,0.52986082805578,0.691105238542493,-5.95500143320834,-0.628218476624298,"Favorable_NEUT","CPD",-0.676999244368925
"Myeloid","LSS",0.162321996177887,1.9714373638188,0.634892207566843,0.530058263004838,0.691322173380166,-5.6695988150249,0.627917077590797,"Unfavorable_Myeloid","LSS",0.162321996177887
"T Cells","SERPINB1",0.169295821045745,7.73253379143718,0.634611593947477,0.530218315503774,0.691484033677507,-6.13041905472477,0.627672787486137,"Unfavorable_T Cells","SERPINB1",0.209645578188136
"T Cells","IRF9",-0.10580311350531,7.42846320827277,-0.636364726079337,0.530244608929176,0.691484033677507,-6.25213674193223,-0.62763265908881,"Favorable_T Cells","IRF9",-0.171510892484224
"Myeloid","CLDND1",-0.0741143047153203,6.02124918694539,-0.634310264416377,0.530446281824388,0.691706434406719,-6.20097776770536,-0.62732490433251,"Favorable_Myeloid","CLDND1",-0.170245552006391
"T Cells","ITGB1BP1",-0.128483630091786,6.80276238965816,-0.634479781245127,0.530551376616126,0.69178524986738,-6.12093582815501,-0.627164552228209,"Favorable_T Cells","ITGB1BP1",-0.318764297955077
"Myeloid","ITFG2",-0.0793192895927302,5.09490749987418,-0.636767066981614,0.530568992438455,0.69178524986738,-6.10953629021771,-0.627137675840879,"Favorable_Myeloid","ITFG2",-0.0568708197062118
"Myeloid","IFT22",-0.133083305562592,2.94150239618568,-0.634246069188975,0.530657006889484,0.691859408289957,-5.99718306814016,-0.62700339934181,"Favorable_Myeloid","IFT22",-0.133083305562592
"Myeloid","AC092910.3",0.415648728918675,-0.0381858806315076,0.634171005909992,0.530770076577416,0.691895003500543,-5.23976157056629,0.626830914691248,"Unfavorable_Myeloid","AC092910.3",0.415648728918675
"T Cells","DNASE2",-0.117895509843271,6.13465573630066,-0.634591806135001,0.530803057913467,0.691895003500543,-6.11641815546576,-0.626780606097588,"Favorable_T Cells","DNASE2",-0.0794002640977045
"MONO","GTF3C6",-0.170611162302043,6.87193826290976,-0.638625412333925,0.530804184361025,0.691895003500543,-5.91746882184194,-0.626778887881312,"Favorable_MONO","GTF3C6",-0.0494113366603341
"MONO","BIRC3",-0.294472103392541,5.77913954759307,-0.635152735812106,0.530827888592958,0.691895003500543,-5.95720460139304,-0.626742731281343,"Favorable_MONO","BIRC3",-0.0948103983744286
"MONO","TMED10",-0.0908879434607606,7.33276763800052,-0.634138028445353,0.530840007411394,0.691895003500543,-6.46803753112586,-0.626724246490585,"Favorable_MONO","TMED10",-0.119364221468452
"MONO","STAG2",-0.124579975059382,6.77775791256689,-0.634450484626662,0.530914294139004,0.691951237768332,-6.07737608361004,-0.626610941887671,"Favorable_MONO","STAG2",0.691380153657194
"NEUT","OGFRL1",0.173746809483206,6.73254633457916,0.636947214482863,0.531044986552956,0.692080975788616,-6.40348672183882,0.626411624966816,"Unfavorable_NEUT","OGFRL1",0.278500295614674
"T Cells","CD46",0.0969709406513841,7.29511293031404,0.634039177213165,0.531221433249195,0.692270324068261,-6.13232798458555,0.626142568389566,"Unfavorable_T Cells","CD46",0.318661429547788
"MONO","OSER1",0.135943174387751,6.10311994361362,0.633944955884479,0.531285338848489,0.69231299887834,-6.19125861667404,0.626045132453983,"Unfavorable_MONO","OSER1",0.0381325515672557
"Myeloid","PRDX1",0.182629915759972,8.96596142103627,0.636534600869442,0.531434756426137,0.69244186406299,-6.05962329705144,0.625817340841387,"Unfavorable_Myeloid","PRDX1",0.291112914956081
"Myeloid","MCTS1",-0.136573164437855,6.30555921780091,-0.633318370130308,0.531446559605121,0.69244186406299,-6.12868373591578,-0.625799347922322,"Favorable_Myeloid","MCTS1",-0.438754420466373
"Myeloid","PIK3R3",0.245724430546322,1.31000510614025,0.632511561063256,0.531589575268632,0.69255536498964,-5.53730709646524,0.625581349087208,"Unfavorable_Myeloid","PIK3R3",0.245724430546322
"NEUT","BMP2K",-0.163197845395638,5.93309733645092,-0.635272383600485,0.531596010166898,0.69255536498964,-6.09084004639165,-0.625571541068089,"Favorable_NEUT","BMP2K",0.485019919189783
"Myeloid","SRC",0.168850902165497,3.96045448647413,0.632989911176333,0.531739344230342,0.692701482730651,-6.01366215479098,0.625353088060945,"Unfavorable_Myeloid","SRC",0.168850902165497
"Myeloid","ARMC1",-0.095767082829358,5.50626282082141,-0.633390144725824,0.531794513681933,0.692724557099788,-6.15901229476563,-0.625269013192345,"Favorable_Myeloid","ARMC1",-0.019124128879874
"Myeloid","TMEM50B",-0.111480694476164,6.1278085155084,-0.63220068616639,0.531823520623419,0.692724557099788,-6.26625930369077,-0.625224810161146,"Favorable_Myeloid","TMEM50B",-0.000783400720690608
"MONO","GIMAP7",0.148568217143707,6.7467656582012,0.632625957826571,0.531850588215729,0.692724557099788,-6.01557580003792,0.625183563562725,"Unfavorable_MONO","GIMAP7",0.443026027704702
"Myeloid","FEZ2",0.110167211957039,7.61746038251518,0.632039959410719,0.531893735197504,0.692740146679562,-6.19191922644017,0.62511781679477,"Unfavorable_Myeloid","FEZ2",-0.00183708187800891
