source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,lr_probs,cellchat_pvals,specificity_rank,magnitude_rank
MTC_456,NEUT,SPP1,CD44,3.8933558,0.0,10.963501,1.5414083,2.922254,0.07100153,0.9630173,0.25466037750200876,0.0,0.014529270779358382,4.732850770250246e-11
MTC_456,MONO,SPP1,CD44,3.8519053,0.0,10.470951,1.4807779,3.0852056,0.06781169,0.96219,0.24075443070012392,0.0,0.014529270779358382,1.2775945125959787e-09
MTC_Prolif,NEUT,SPP1,CD44,3.2383466,0.0,8.546183,1.2231759,1.0900931,0.05534656,0.9583167,0.21008126120060633,0.0,0.014529270779358382,3.5735729064172446e-08
MONO,MTC_456,TIMP1,CD63,3.2261834,0.0,10.210638,1.0576994,2.3017817,0.059811726,0.96172935,0.24151663016032113,0.0,0.014529270779358382,4.462969320574629e-08
MONO,MONO,TIMP1,CD63,3.177637,0.0,9.854238,1.0202229,1.9723448,0.057724003,0.9610701,0.23580473330009535,0.0,0.014529270779358382,7.988921562212407e-08
MONO,MTC_Prolif,TIMP1,CD63,3.1487184,0.0,9.6419325,0.9978964,1.8513564,0.05648037,0.96066064,0.22563246076092283,0.0,0.014529270779358382,1.3005676770820156e-07
MTC_Prolif,MONO,SPP1,CD44,3.196896,0.0,8.162234,1.1625454,1.2530447,0.052860044,0.9573889,0.1979630473254824,0.0,0.014529270779358382,3.2399704598022434e-07
T Cells,T Cells,B2M,KLRD1,3.5306396,0.0,8.600202,2.3687663,2.715073,0.16564839,0.95844233,0.19482118394583664,0.0,0.00030327261919352766,4.373653897083294e-07
NEUT,T Cells,S100A8,CD69,3.085207,0.0,8.898535,2.0690055,3.4802842,0.14837813,0.9591162,0.20057741486940198,0.0,0.0010702690971311462,8.224130359057725e-07
NEUT,B Cells,S100A8,CD69,3.0651722,0.0,8.7433605,2.0496552,3.389456,0.14579068,0.95876986,0.20436123234957024,0.0,0.001391373472105262,1.290306878805108e-06
NEUT,MTC_456,TIMP1,CD63,3.0641928,0.0,9.30944,0.9494287,1.7079368,0.0545327,0.9599922,0.2176951387248711,0.0,0.014529270779358382,1.3823334118541983e-06
NEUT,NEUT,S100A9,ITGB2,3.0577183,0.0,7.71062,1.3665707,2.0643046,0.07133181,0.9562126,0.19811489619864656,0.0,0.014529270779358382,1.4786297662656942e-06
NEUT,T Cells,B2M,KLRD1,3.2491703,0.0,7.7194138,2.0422802,2.2425041,0.14868353,0.9562365,0.17736699251680224,0.0,0.001003856262426244,2.388037919883502e-06
MTC_Prolif,MTC_123,APOE,SORL1,3.030703,0.0,8.392195,0.60979545,1.2853256,0.093208484,0.957952,0.2076632199508011,0.0,0.014529270779358382,2.4142733637868135e-06
MTC_Prolif,MTC_456,APOE,TREM2,3.017138,0.0,8.285812,0.42738295,0.7035513,0.07368449,0.9576943,0.20672829536506224,0.0,0.014529270779358382,3.002284241480239e-06
NEUT,MONO,TIMP1,CD63,3.0156465,0.0,8.984495,0.9119521,1.3785,0.052629244,0.9593043,0.21238886620453798,0.0,0.014529270779358382,3.1628479594870863e-06
B Cells,T Cells,B2M,KLRD1,3.1696582,0.0,7.4705997,1.9500506,2.1843066,0.14389114,0.9555458,0.17508538075718563,0.0,0.0015731877139104774,3.2478786421751364e-06
NEUT,NEUT,S100A9,CD68,3.0148475,0.0,7.3386765,1.4272457,2.1231074,0.07954923,0.9551658,0.19027719089651088,0.0,0.014529270779358382,3.3290281111098392e-06
MTC_Prolif,B Cells,HMGB1,CXCR4,3.0120368,0.0,9.07226,1.6119909,2.672321,0.069091186,0.9594936,0.20963968487254284,0.0,0.014529270779358382,3.500920661853322e-06
MONO,T Cells,B2M,KLRD1,3.1836634,0.0,7.5144253,1.9662923,2.1859226,0.14473526,0.9556698,0.17398185981365086,0.0,0.0014734701726741596,3.7459299164737765e-06
NEUT,MTC_456,S100A9,ITGB2,3.0427008,0.0,7.580331,1.3534425,2.1657429,0.07012649,0.9558544,0.17323581932946525,0.0,0.014529270779358382,4.012964629223801e-06
NEUT,MTC_Prolif,TIMP1,CD63,2.9867277,0.0,8.790928,0.88962555,1.2575116,0.051495373,0.95887697,0.20295844609903033,0.0,0.014529270779358382,4.2475331344023065e-06
MTC_456,MTC_123,APOE,SORL1,2.970016,0.0,8.132428,0.57285273,1.7043499,0.09032336,0.9573142,0.20609554467527283,0.0,0.014529270779358382,4.872170604471138e-06
NEUT,MTC_Prolif,S100A9,CD68,2.9691129,0.0,6.941888,1.3870633,2.025999,0.07524815,0.9539605,0.17771100324307937,0.0,0.014529270779358382,5.093213568998613e-06
NEUT,MTC_Prolif,S100A9,ITGB2,2.965756,0.0,6.912761,1.2861768,1.8658907,0.063950725,0.95386803,0.17851732861507197,0.0,0.014529270779358382,5.320831295681926e-06
NEUT,MONO,S100A9,CD68,3.008615,0.0,7.2846036,1.4217732,2.1942081,0.0789631,0.9550072,0.1689669747346434,0.0,0.014529270779358382,5.539372526894448e-06
MTC_456,MTC_456,APOE,TREM2,2.956451,0.0,8.029339,0.39044023,1.1225755,0.071403705,0.95705277,0.20516585040441415,0.0,0.014529270779358382,6.560888805089579e-06
NEUT,MTC_456,S100A9,CD68,2.9928758,0.0,7.148052,1.4079335,2.2959583,0.07748292,0.9545989,0.1657994632151571,0.0,0.014529270779358382,6.61822184415905e-06
MONO,NEUT,TIMP1,CD63,2.9321983,0.0,8.05236,0.83072513,1.629446,0.04716899,0.95711154,0.20039807521058167,0.0,0.014529270779358382,7.106281349522583e-06
MTC_Prolif,T Cells,B2M,KLRD1,3.0447006,0.0,7.0795765,1.8051043,1.9822217,0.13635965,0.95438987,0.16511531001861132,0.0,0.0024161852560263537,7.4100052425787085e-06
MTC_Prolif,MTC_Prolif,APOE,TREM2,2.923476,0.0,7.55128,0.35353467,0.2988237,0.06715241,0.95577335,0.1849997973535412,0.0,0.016791986904150614,7.979653449039979e-06
MONO,NEUT,SPP1,CD44,2.87823,0.0,7.21717,1.0482116,0.32336044,0.046739638,0.954807,0.18503435782161845,0.0,0.014529270779358382,1.0288861935283901e-05
MTC_456,MTC_Prolif,APOE,TREM2,2.8627892,0.0,7.3175426,0.31659195,0.71784794,0.06507381,0.95510405,0.18356357424062636,0.0,0.014529270779358382,1.102183855119351e-05
MTC_Prolif,MTC_123,APOE,TREM2,2.859531,0.0,7.0497985,0.30311838,0.3184123,0.062692806,0.954298,0.1627731494628885,0.0,0.014529270779358382,1.21851604231316e-05
MONO,MONO,SPP1,CD44,2.8367796,0.0,6.8929286,0.98758113,0.48631203,0.0446398,0.9538048,0.17404260529763468,0.0,0.014529270779358382,1.3427391696402425e-05
MTC_456,T Cells,B2M,KLRD1,2.9405656,0.0,6.7537117,1.6843137,1.8730572,0.13008317,0.95335317,0.1603866136995228,0.0,0.0032698396330628596,1.3511522540147001e-05
B Cells,NEUT,SPP1,CD44,2.8340917,0.0,7.054277,1.026767,0.36484718,0.045684714,0.95431185,0.18399455756952962,0.0,0.014529270779358382,1.3859447440645553e-05
NEUT,MTC_123,S100A9,ITGB2,2.9282432,0.0,6.5873055,1.2533858,1.9117662,0.060939897,0.9527953,0.15962086333603567,0.0,0.014529270779358382,1.5433998465913718e-05
MONO,T Cells,S100A8,CD69,2.8267415,0.0,7.7107167,1.870986,3.6835322,0.12857193,0.9562129,0.18067950778646139,0.0,0.002514078790650187,1.568009426814778e-05
NEUT,NEUT,S100A8,ITGB2,2.8250315,0.0,6.88343,1.3004354,2.0202646,0.07157073,0.9537744,0.18358788312875393,0.0,0.014529270779358382,1.6647199517489927e-05
NEUT,MTC_456,S100A8,ITGB2,2.8100142,0.0,6.7671185,1.2873073,2.121703,0.070361376,0.9533973,0.16016871075488623,0.0,0.014529270779358382,1.7653170064248876e-05
MONO,B Cells,S100A8,CD69,2.8067064,0.0,7.5762553,1.8516357,3.5927043,0.12632985,0.9558431,0.1841744373018243,0.0,0.004078599038076701,1.8170966550617077e-05
MONO,T Cells,LGALS1,CD69,2.8006954,0.0,7.5910172,1.519844,2.576767,0.08953554,0.95588416,0.17688739195377656,0.0,0.014529270779358382,1.923665514431363e-05
MTC_456,MTC_123,APOE,TREM2,2.798844,0.0,6.831584,0.26617566,0.73743653,0.06075225,0.95360744,0.16147529224537593,0.0,0.014529270779358382,1.9784736441201172e-05
B Cells,MONO,SPP1,CD44,2.7926414,0.0,6.7373543,0.9661365,0.5277988,0.04363227,0.9532992,0.17305145720886334,0.0,0.014529270779358382,2.034310181535775e-05
NEUT,MONO,S100A9,ITGB2,2.9029858,0.0,6.3681736,1.2313039,1.8908261,0.058912687,0.95202863,0.1539988940077805,0.0,0.014529270779358382,2.1430204895615885e-05
NEUT,NEUT,S100A8,CD68,2.7821608,0.0,6.5513887,1.3611104,2.0790675,0.07981568,0.9526722,0.17619860586896563,0.0,0.014529270779358382,2.26812940641988e-05
MONO,B Cells,LGALS1,CD69,2.7806602,0.0,7.4586434,1.5004936,2.485939,0.0879742,0.95551175,0.18032511369936144,0.0,0.014529270779358382,2.3292497051411684e-05
NEUT,MONO,S100A8,CD68,2.7759283,0.0,6.5031166,1.3556379,2.1501684,0.07922758,0.95250523,0.15616104385097798,0.0,0.014529270779358382,2.3914550800232317e-05
NEUT,NEUT,TIMP1,CD63,2.7702076,0.0,7.341652,0.7224543,1.0356013,0.04300582,0.9551745,0.17967151573448753,0.0,0.014529270779358382,2.4547549654877634e-05
MTC_123,T Cells,B2M,KLRD1,2.7698615,0.0,6.2195363,1.4863049,1.5380217,0.11979442,0.95148647,0.15182036001643337,0.0,0.005552189888212273,2.519158793008657e-05
MONO,T Cells,LGALS1,PTPRC,2.760378,0.0,7.324634,1.012928,1.7101659,0.049152642,0.9551248,0.19533999339736288,0.0,0.014529270779358382,2.7880020499609118e-05
NEUT,MTC_456,S100A8,CD68,2.760189,0.0,6.3812146,1.3417982,2.2519183,0.077742435,0.95207536,0.15318934410327287,0.0,0.014529270779358382,2.858066956699191e-05
T Cells,NEUT,B2M,LILRB2,3.318207,0.0,6.2648616,1.5690085,1.699275,0.07714101,0.9516538,0.15033365114791494,0.0,0.014529270779358382,2.8802724125458404e-05
MONO,B Cells,MIF,CD74_CXCR4,2.7551687,0.0,7.53017,1.5019069,2.5582552,0.06801337,0.95571417,0.1867988134140005,0.0,0.014529270779358382,2.9292923324334884e-05
NEUT,MTC_Prolif,S100A8,CD68,2.7364264,0.0,6.1971674,1.320928,1.9819593,0.07550019,0.95140326,0.16437344572470156,0.0,0.014529270779358382,3.150025367266732e-05
NEUT,MTC_Prolif,S100A8,ITGB2,2.7330692,0.0,6.1711655,1.2200415,1.8218509,0.06416492,0.9513059,0.16513140763695522,0.0,0.014529270779358382,3.225986697900364e-05
T Cells,T Cells,B2M,CD247,3.3799276,0.0,6.9433775,2.3341672,2.34023,0.1639823,0.9539652,0.1484975866152364,0.0,0.0003390595411358974,3.3048975744297154e-05
NEUT,T Cells,LGALS1,CD69,2.7275615,0.0,7.254919,1.470968,2.2895772,0.08557128,0.9549194,0.16435589096291697,0.0,0.014529270779358382,3.381541236411976e-05
MONO,NEUT,S100A9,ITGB2,2.719841,0.0,6.509483,1.1218979,2.1902597,0.06021996,0.95252734,0.17956469739463699,0.0,0.014529270779358382,3.624093634578441e-05
NEUT,B Cells,LGALS1,CD69,2.7075262,0.0,7.128406,1.4516176,2.198749,0.08407907,0.95453924,0.1675996586119833,0.0,0.014529270779358382,3.792051811619903e-05
MONO,MTC_456,S100A9,ITGB2,2.7048237,0.0,6.39949,1.1087698,2.291698,0.059202395,0.95214057,0.15656032103336237,0.0,0.014529270779358382,3.877936017703861e-05
NEUT,MTC_123,S100A8,ITGB2,2.6955566,0.0,5.8806243,1.1872505,1.8677263,0.061144013,0.9501768,0.14739763448465398,0.0,0.014529270779358382,4.053561542327072e-05
MTC_Prolif,T Cells,HMGB1,CXCR4,2.6954355,0.0,7.158493,1.3274693,2.1731513,0.054516595,0.9546305,0.16818142894342364,0.0,0.014529270779358382,4.143321602954473e-05
NEUT,T Cells,S100A9,ITGB2,2.8335476,0.0,5.765733,1.1706017,2.0046318,0.053339437,0.9497076,0.14649145654888662,0.0,0.014529270779358382,4.144489849871236e-05
NEUT,T Cells,LGALS1,PTPRC,2.687244,0.0,7.0003304,0.9640519,1.422976,0.046976373,0.95414424,0.1817899452312048,0.0,0.014529270779358382,4.23439235227151e-05
MONO,MTC_123,TIMP1,CD63,2.678463,0.0,6.1895723,0.63482034,1.1229182,0.036257185,0.9513749,0.15167339409666714,0.0,0.02383870458102864,4.6119694657107434e-05
MONO,NEUT,S100A9,CD68,2.6769702,0.0,6.19548,1.182573,2.2490625,0.06715729,0.95139694,0.1723031751381001,0.0,0.014529270779358382,4.9093730580432616e-05
MONO,MONO,S100A9,CD68,2.6707377,0.0,6.1498303,1.1771004,2.3201632,0.06666247,0.9512257,0.1526265332098439,0.0,0.014529270779358382,5.1145541206919855e-05
NEUT,MONO,S100A8,ITGB2,2.670299,0.0,5.6850004,1.1651686,1.8467863,0.059110012,0.9493698,0.14213336422750325,0.0,0.014529270779358382,5.219246272621102e-05
T Cells,MONO,HLA-A,APLP2,2.6685874,0.0,6.182682,1.0185966,1.5372803,0.04649258,0.9513491,0.15881331427955955,0.0,0.014529270779358382,5.325351951531482e-05
T Cells,T Cells,HLA-B,KLRD1,2.6582408,0.0,5.870248,2.196472,2.6948133,0.1782355,0.95013493,0.1449682963503556,0.0,0.00015805873761595633,5.65224344789948e-05
MONO,MTC_456,S100A9,CD68,2.6549988,0.0,6.0345507,1.1632607,2.4219134,0.065412864,0.9507848,0.14971016108453558,0.0,0.014529270779358382,5.764096517745208e-05
T Cells,NEUT,HLA-A,APLP2,2.6419716,0.0,5.989054,0.9923435,1.4286219,0.045036532,0.9506075,0.1587411502005102,0.0,0.014529270779358382,6.226203484961889e-05
MONO,MTC_Prolif,S100A9,CD68,2.6312358,0.0,5.860502,1.1423905,2.1519542,0.06352622,0.95009553,0.16068845341262666,0.0,0.014529270779358382,6.588473829798906e-05
MONO,MTC_Prolif,S100A9,ITGB2,2.6278787,0.0,5.835912,1.041504,1.9918458,0.053988677,0.94999576,0.1614327057223812,0.0,0.014529270779358382,6.712268826823133e-05
T Cells,B Cells,HMGB1,CXCR4,2.6271915,0.0,6.7618685,1.2784233,2.2291665,0.051496044,0.95338005,0.17640997829203775,0.0,0.014529270779358382,6.837598427135255e-05
NEUT,NEUT,B2M,LILRB2,3.0367377,0.0,5.623247,1.2425225,1.226706,0.06924063,0.9491067,0.13619098257602355,0.0,0.014529270779358382,6.926608721131481e-05
NEUT,T Cells,B2M,CD247,3.0984583,0.0,6.232273,2.0076811,1.8676609,0.14718808,0.9515337,0.13450030370206126,0.0,0.0012239183091679842,7.874268554573121e-05
MONO,NEUT,LGALS1,PTPRC,2.6139984,0.0,6.3574867,0.88618267,1.370196,0.04266251,0.9519903,0.1722378783970471,0.0,0.014529270779358382,7.89659548025618e-05
B Cells,NEUT,B2M,LILRB2,2.9572253,0.0,5.4419975,1.1502929,1.1685085,0.06700885,0.94830954,0.13435254302352953,0.0,0.014529270779358382,8.073571733491824e-05
B Cells,B Cells,HMGB1,CXCR4,2.6087937,0.0,6.6514187,1.2624756,2.1709557,0.050654896,0.95301265,0.17164513876922324,0.0,0.014529270779358382,8.177340595975979e-05
MONO,NEUT,B2M,LILRB2,2.9712305,0.0,5.4739227,1.1665345,1.1701245,0.06740195,0.9484527,0.13346421471173803,0.0,0.014529270779358382,8.482164885498251e-05
B Cells,T Cells,B2M,CD247,3.0189462,0.0,6.031393,1.9154515,1.8094634,0.14244388,0.9507726,0.1326811810621058,0.0,0.0017856747201117499,8.691508699031564e-05
NEUT,T Cells,S100A8,ITGB2,2.6008608,0.0,5.147189,1.1044664,1.9605919,0.053518094,0.9469273,0.13511198935049015,0.0,0.014529270779358382,8.908007001292347e-05
NEUT,NEUT,VIM,CD44,2.5952358,0.0,6.1727767,2.427927,2.6872616,0.09838117,0.951312,0.16062628772338258,0.0,0.0009272537790699736,9.211989356554258e-05
MONO,MTC_123,S100A9,ITGB2,2.5903661,0.0,5.561155,1.008713,2.0377212,0.051446866,0.9488378,0.1440276182342515,0.0,0.014529270779358382,9.366528050232183e-05
MONO,T Cells,B2M,CD247,3.0329514,0.0,6.066776,1.9316932,1.8110794,0.14327952,0.95090926,0.13180222106667178,0.0,0.0016772275654798761,9.789775850129395e-05
MONO,NEUT,S100A8,ITGB2,2.566566,0.0,5.964597,1.1024159,2.223513,0.06201713,0.9505113,0.16502746498147267,0.0,0.014529270779358382,0.00010835464022272745
MONO,MONO,S100A9,ITGB2,2.5651088,0.0,5.3761587,0.98663116,2.0167813,0.049735446,0.9480104,0.1388641042522127,0.0,0.014529270779358382,0.00011007524671953488
NEUT,MTC_123,S100A9,CD68,2.761674,0.0,5.1421623,1.2048122,1.7872461,0.055739623,0.94690275,0.13060801602047065,0.0,0.014529270779358382,0.00011732217404972466
NEUT,MONO,VIM,CD44,2.5537853,0.0,5.895457,2.3672965,2.850213,0.09396127,0.9502363,0.15081614627742804,0.0,0.0011542671793138026,0.00012449687372712546
MONO,MTC_456,S100A8,ITGB2,2.5515485,0.0,5.8638115,1.0892878,2.3249512,0.060969204,0.95010895,0.14355960015624225,0.0,0.014529270779358382,0.00012638305355083059
NEUT,NEUT,LGALS1,PTPRC,2.5408645,0.0,6.076004,0.8373066,1.0830061,0.040773593,0.9509447,0.15997175256286078,0.0,0.014529270779358382,0.00013021207487428987
MONO,NEUT,VIM,CD44,2.5377426,0.0,5.9605975,2.3774893,3.0344367,0.09499948,0.95049554,0.16091723519517462,0.0,0.0009272537790699736,0.00013609863774411487
MTC_Prolif,NEUT,B2M,LILRB2,2.8322678,0.0,5.1571546,1.0053465,0.96642375,0.0635015,0.9469759,0.12634670371786083,0.0,0.014529270779358382,0.0001391461066763232
MTC_123,B Cells,HMGB1,CXCR4,2.5252903,0.0,6.1501117,1.190096,2.1291137,0.046837118,0.9512267,0.16172582665875157,0.0,0.014529270779358382,0.00014421823087132092
MONO,NEUT,S100A8,CD68,2.5236952,0.0,5.6768785,1.163091,2.2823157,0.069161505,0.94933546,0.1582404358442159,0.0,0.014529270779358382,0.00014629710479084236
MTC_Prolif,T Cells,B2M,CD247,2.8939886,0.0,5.7157,1.7705052,1.6073786,0.13498813,0.9494991,0.12476058153939631,0.0,0.003293370833560452,0.00014797661167282586
MONO,MONO,S100A8,CD68,2.5174627,0.0,5.63505,1.1576184,2.3534164,0.06865191,0.9491573,0.13989829086155717,0.0,0.014529270779358382,0.00015698990503682146
NEUT,MTC_123,TIMP1,CD63,2.5164723,0.0,5.6432757,0.52654946,0.5290735,0.0330571,0.94919246,0.1351346012727146,0.0,0.04359822450736596,0.00015918879140332828
MTC_456,NEUT,B2M,LILRB2,2.7281327,0.0,4.919777,0.8845558,0.8572593,0.060578603,0.94578034,0.12256529649864008,0.0,0.014529270779358382,0.00016673631909763299
MONO,MTC_456,S100A8,CD68,2.5017235,0.0,5.52942,1.1437787,2.4551666,0.06736501,0.94869876,0.13718575414454817,0.0,0.014529270779358382,0.00017751914407527773
MTC_456,T Cells,B2M,CD247,2.7898536,0.0,5.4526134,1.6497146,1.4982141,0.12877479,0.9483573,0.12102006934144759,0.0,0.005291269669527111,0.0001870087578675541
MONO,MONO,VIM,CD44,2.496292,0.0,5.6928096,2.3168588,3.1973882,0.0907315,0.9494028,0.15109252293666414,0.0,0.0017991821568164033,0.00019214853207246031
MONO,T Cells,S100A9,ITGB2,2.4956703,0.0,4.867564,0.92592895,2.1305869,0.04503038,0.9455061,0.1319793842014968,0.0,0.014529270779358382,0.00019466182592158042
MTC_123,MTC_Prolif,C3,CD81,2.4894924,0.0,6.197558,0.6130631,1.0126103,0.10367637,0.9514047,0.16429080693974007,0.0,0.014529270779358382,0.00020755544759399223
NEUT,MTC_123,S100A8,CD68,2.5289872,0.0,4.5905147,1.1386769,1.7432063,0.05592632,0.9439765,0.12028848734248235,0.0,0.014529270779358382,0.00020885115100737555
T Cells,MTC_456,HLA-B,CANX,2.503777,0.0,4.711195,0.6520893,1.0755458,0.034852058,0.94465876,0.11916328431738064,0.0,0.030738186121872027,0.0002164906950378385
MTC_456,B Cells,MIF,CD74_CXCR4,2.4834714,0.0,5.899056,1.2930263,2.465536,0.053280964,0.95025074,0.15105092396996686,0.0,0.014529270779358382,0.00021826837669795455
MONO,MTC_Prolif,S100A8,CD68,2.4779606,0.0,5.36994,1.1229085,2.1852074,0.06542207,0.9479819,0.14740484338312676,0.0,0.014529270779358382,0.00022934140111619824
NEUT,T Cells,HLA-B,KLRD1,2.4767995,0.0,5.3024726,2.040944,2.3119054,0.1609964,0.94766927,0.13134175149843755,0.0,0.0003890240938768585,0.0002378859698160096
T Cells,MTC_Prolif,HLA-A,APLP2,2.4993043,0.0,4.951167,0.8515708,1.1981282,0.037231825,0.9459432,0.11723585532600152,0.0,0.019871956224193875,0.00024051510029269164
MONO,MTC_Prolif,S100A8,ITGB2,2.4746037,0.0,5.347409,1.022022,2.025099,0.055599887,0.9478781,0.1480984269169462,0.0,0.014529270779358382,0.0002436978970694218
MTC_Prolif,B Cells,MIF,CD74_CXCR4,2.4700408,0.0,5.818426,1.2827122,2.0459719,0.052552704,0.94992447,0.14724235871764732,0.0,0.014529270779358382,0.00025560232152016044
MTC_123,NEUT,B2M,LILRB2,2.5574286,0.0,4.530654,0.68654716,0.5222237,0.05578722,0.94362843,0.11574061848191837,0.0,0.014529270779358382,0.0002662423638709813
MTC_456,MTC_Prolif,APOE,SORL1,2.4941278,0.0,4.5158515,0.20088248,0.48314703,0.050155602,0.94354135,0.11491785386045317,0.004,0.0494049348202471,0.00027976229080133345
T Cells,MTC_Prolif,HLA-B,CANX,2.5027072,0.0,4.7031684,0.65105855,0.8359618,0.034792677,0.9446142,0.11474882463359282,0.0,0.03138555568230629,0.00028902345189380787
MTC_123,T Cells,B2M,CD247,2.6191494,0.0,5.0213466,1.4517058,1.1631786,0.118589535,0.9463019,0.11427022728192911,0.0,0.014529270779358382,0.0002937291804223803
MONO,MTC_123,S100A8,ITGB2,2.4370909,0.0,5.0956507,0.98923093,2.0709743,0.052982222,0.94667387,0.13190485306179223,0.0,0.014529270779358382,0.0003139445164833004
MTC_Prolif,MONO,HMGB1,CD163,2.4318886,0.0,5.565425,1.1218159,1.6607151,0.07389902,0.9488565,0.13877293707365496,0.0,0.014529270779358382,0.00032800427501824815
T Cells,NEUT,HLA-B,LILRB2,2.4458082,0.0,4.2762127,1.3967142,1.6790154,0.083002724,0.9420713,0.11030516198727275,0.0,0.014529270779358382,0.0003436041422451321
MONO,MTC_123,S100A9,CD68,2.4237967,0.0,4.341132,0.9601394,1.9132012,0.047056675,0.9424811,0.11745289570482145,0.0,0.014529270779358382,0.00034615700552766024
MTC_456,NEUT,CD14,ITGB2,2.4197,0.0,5.4424953,0.3150332,0.8878062,0.039738916,0.9483118,0.1550271355262024,0.0,0.014529270779358382,0.00036114859987388444
NEUT,B Cells,MIF,CD74_CXCR4,2.4192135,0.0,5.513288,1.2436371,2.0618124,0.049796663,0.9486276,0.13910227047190296,0.0,0.014529270779358382,0.00036496243958639466
MONO,MONO,S100A8,ITGB2,2.4118335,0.0,4.92614,0.96714914,2.0500345,0.051219728,0.9458135,0.1271114110684631,0.0,0.014529270779358382,0.00038840626082275304
MONO,MTC_123,LGALS1,PTPRC,2.4108012,0.0,5.014937,0.7102484,1.1423675,0.033653203,0.94626945,0.13116938760489788,0.0,0.03883938119390074,0.00039643664084394774
MTC_456,MTC_456,CD14,ITGB2,2.4046826,0.0,5.3505316,0.30190498,0.98924434,0.03906743,0.94789255,0.13465039091103137,0.0,0.014529270779358382,0.00041282533837759815
MONO,MTC_Prolif,LGALS1,PTPRC,2.393289,0.0,4.8992324,0.69508123,0.97598183,0.032876752,0.9456729,0.12086936219383194,0.0,0.044799993759564116,0.0004425725377766074
T Cells,NEUT,HLA-A,LILRB2,2.3885999,0.0,4.145806,1.4949108,1.8639511,0.09280931,0.94122046,0.10806051696657556,0.0,0.014529270779358382,0.00045132462736678316
T Cells,T Cells,B2M,CD3D,3.3801785,0.0,6.9461327,2.2939236,2.4024348,0.16440526,0.9539739,0.09137462237612892,0.0,0.00032339939295895204,0.0004887247330682361
T Cells,B Cells,MIF,CD74_CXCR4,2.3632753,0.0,5.177466,1.2006317,2.0382166,0.04676348,0.94707453,0.1272099179746127,0.0,0.014529270779358382,0.0005352948380293937
MONO,B Cells,HMGB1,CXCR4,2.3596983,0.0,5.155992,1.0465693,1.7843616,0.039266247,0.9469702,0.12275164138582592,0.0,0.014529270779358382,0.0005452157655563481
NEUT,B Cells,HMGB1,CXCR4,2.3474283,0.0,5.0823298,1.0359348,1.7058837,0.03870526,0.94660777,0.13646820486835434,0.0,0.014529270779358382,0.000580894696307977
MONO,T Cells,S100A8,ITGB2,2.3423953,0.0,4.460118,0.90644693,2.16384,0.046374246,0.94320965,0.12072768581974175,0.0,0.014529270779358382,0.0006126770207765627
MONO,T Cells,HLA-B,KLRD1,2.3394084,0.0,4.8725414,1.9231739,2.1983123,0.14794262,0.94553244,0.12432620269018403,0.0,0.0011277665608490392,0.0006180832366395257
B Cells,T Cells,HLA-B,KLRD1,2.3388023,0.0,4.870645,1.9226553,2.2497277,0.14788505,0.9455224,0.12634810707541377,0.0,0.001139504032916436,0.0006235208755799408
MTC_456,MTC_Prolif,CD14,ITGB2,2.3277373,0.0,4.8793316,0.23463932,0.6893923,0.035626914,0.94556826,0.1389532418470991,0.0,0.02669011557467332,0.0006738881223638558
T Cells,T Cells,HMGB1,CXCR4,2.3105903,0.0,5.335472,0.9939016,1.7299968,0.0406331,0.94782287,0.14035621595442696,0.0,0.014529270779358382,0.0007825347408665251
MTC_123,MTC_123,APOE,SORL1,2.3098345,0.0,5.3065658,0.1709552,0.27353466,0.05893773,0.9476884,0.1496425908989596,0.0,0.03726570877383592,0.0007888877172353093
B Cells,T Cells,HMGB1,CXCR4,2.2921925,0.0,5.248321,0.9779539,1.6717858,0.039969392,0.94741416,0.136403905718347,0.0,0.014529270779358382,0.0008883053996010099
MTC_456,MTC_123,CD14,ITGB2,2.290225,0.0,4.6496105,0.2018482,0.73526776,0.033949584,0.9443138,0.12361453374791978,0.0,0.036867999409983636,0.000902154022057297
MTC_456,B Cells,HMGB1,CXCR4,2.2874818,0.0,4.7224455,0.9839673,1.6114712,0.035964504,0.9447211,0.11245794878102554,0.0,0.025159191784159905,0.0009091314290308681
B Cells,B Cells,MIF,CD74_CXCR4,2.279403,0.0,4.6739445,1.1361542,1.8890927,0.042215616,0.9444509,0.11906868653845341,0.0,0.014529270779358382,0.0009161443482794975
MONO,MTC_123,S100A8,CD68,2.2705216,0.0,3.9777513,0.9406574,1.9464544,0.04846101,0.94006526,0.1072865614082098,0.0,0.014529270779358382,0.0009808729031280953
MTC_456,MONO,CD14,ITGB2,2.2649674,0.0,4.494938,0.17976636,0.7143277,0.03282023,0.9434176,0.11908103625361077,0.0,0.04526472000526138,0.001003100719221155
MONO,NEUT,VCAN,CD44,2.2648678,0.0,4.9535513,2.7560928,3.3799381,0.1583805,0.94595546,0.141257173065387,0.0,0.00024375006556965343,0.0010105831403183075
NEUT,NEUT,HLA-B,LILRB2,2.2643666,0.0,3.862614,1.2411864,1.2961075,0.07497463,0.9392324,0.09955746019357806,0.0,0.014529270779358382,0.0010256582216371483
NEUT,T Cells,B2M,CD3D,3.098709,0.0,6.234746,1.9674377,1.9298657,0.14756772,0.9515428,0.08224166654886425,0.0,0.001175196984783927,0.0010483349125800397
