"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"NEUT","B Cells","THBS1","CD47",0.0061538413313308,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"MONO","MONO","THBS1","CD47",0.00363548428700566,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"NEUT","MONO","THBS1","CD47",0.00419225723187168,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"MONO","MTC_Prolif","THBS1","CD47",0.00295124535247995,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"NEUT","MTC_Prolif","THBS1","CD47",0.00340358534809312,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"MONO","NEUT","THBS1","CD47",0.0037578441140367,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"NEUT","NEUT","THBS1","CD47",0.00433327491773422,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"MONO","T Cells","THBS1","CD47",0.00550180527773384,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"NEUT","T Cells","THBS1","CD47",0.00634258503342468,0,"THBS1_CD47","THBS1 - CD47","THBS","ECM-Receptor","KEGG: hsa04512"
"MTC_123","NEUT","LXA4-ALOX5","FPR2",0.00423096898057705,0,"LipoxinA4-ALOX5_FPR-RS7","LXA4-ALOX5 - FPR2","LXA4","Non-protein Signaling","PMID: 33082511"
"MTC_456","NEUT","LXA4-ALOX5","FPR2",0.00327048274904097,0,"LipoxinA4-ALOX5_FPR-RS7","LXA4-ALOX5 - FPR2","LXA4","Non-protein Signaling","PMID: 33082511"
"MTC_Prolif","NEUT","LXA4-ALOX5","FPR2",0.00428084100706688,0,"LipoxinA4-ALOX5_FPR-RS7","LXA4-ALOX5 - FPR2","LXA4","Non-protein Signaling","PMID: 33082511"
"B Cells","NEUT","PGE2-PTGES3","PTGER2",0.00746412569570934,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MONO","NEUT","PGE2-PTGES3","PTGER2",0.00614536569020552,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_123","NEUT","PGE2-PTGES3","PTGER2",0.00549096931059369,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_456","NEUT","PGE2-PTGES3","PTGER2",0.00663438446841523,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_Prolif","NEUT","PGE2-PTGES3","PTGER2",0.00952913381040744,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"NEUT","NEUT","PGE2-PTGES3","PTGER2",0.00635238177205,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"T Cells","NEUT","PGE2-PTGES3","PTGER2",0.00612240234992514,0,"PGE2-PTGES3_PTGER2","PGE2-PTGES3 - PTGER2","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"B Cells","T Cells","PGE2-PTGES3","PTGER4",0.0162612235003351,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MONO","T Cells","PGE2-PTGES3","PTGER4",0.0134091925131918,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_123","T Cells","PGE2-PTGES3","PTGER4",0.0119906311917865,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_456","T Cells","PGE2-PTGES3","PTGER4",0.0144678174459319,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MTC_Prolif","T Cells","PGE2-PTGES3","PTGER4",0.0207092359094665,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"NEUT","T Cells","PGE2-PTGES3","PTGER4",0.0138574899581596,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"T Cells","T Cells","PGE2-PTGES3","PTGER4",0.0133594513411387,0,"PGE2-PTGES3_PTGER4","PGE2-PTGES3 - PTGER4","Prostaglandin","Non-protein Signaling","PMID: 34949672;PMID: 21508345"
"MONO","T Cells","Cholesterol-LIPA","RORA",0.00397788242017796,0,"Cholesterol-Cholesterol-LIPA_RORA","CHOLESTEROL-LIPA - RORA","Cholesterol","Non-protein Signaling","HMRbase;PMID:12467577;PDB:1N83"
"MTC_123","T Cells","Cholesterol-LIPA","RORA",0.00447924978583669,0,"Cholesterol-Cholesterol-LIPA_RORA","CHOLESTEROL-LIPA - RORA","Cholesterol","Non-protein Signaling","HMRbase;PMID:12467577;PDB:1N83"
"MTC_456","T Cells","Cholesterol-LIPA","RORA",0.0130163362792771,0,"Cholesterol-Cholesterol-LIPA_RORA","CHOLESTEROL-LIPA - RORA","Cholesterol","Non-protein Signaling","HMRbase;PMID:12467577;PDB:1N83"
"MTC_Prolif","T Cells","Cholesterol-LIPA","RORA",0.00818834508721804,0,"Cholesterol-Cholesterol-LIPA_RORA","CHOLESTEROL-LIPA - RORA","Cholesterol","Non-protein Signaling","HMRbase;PMID:12467577;PDB:1N83"
"NEUT","T Cells","Cholesterol-LIPA","RORA",0.00359677416221228,0,"Cholesterol-Cholesterol-LIPA_RORA","CHOLESTEROL-LIPA - RORA","Cholesterol","Non-protein Signaling","HMRbase;PMID:12467577;PDB:1N83"
"MONO","B Cells","APP","CD74",0.020444192639057,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","MONO","APP","CD74",0.012465675918939,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","MTC_123","APP","CD74",0.0196462785251184,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","MTC_456","APP","CD74",0.0189342284498371,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","MTC_Prolif","APP","CD74",0.018157884624215,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","NEUT","APP","CD74",0.0135100065492379,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MONO","T Cells","APP","CD74",0.00830509017487434,0,"APP_CD74","APP - CD74","APP","Cell-Cell Contact","PMID: 19849849"
"MTC_123","MTC_123","ENTPD1","TMIGD3",0.0169894203075413,0,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_Prolif","MTC_123","ENTPD1","TMIGD3",0.0136136110603461,0.21,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_123","MTC_456","ENTPD1","TMIGD3",0.0178995668981455,0,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_456","MTC_456","ENTPD1","TMIGD3",0.0132690858153579,0.35,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_Prolif","MTC_456","ENTPD1","TMIGD3",0.0143455500951419,0.07,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_123","MTC_Prolif","ENTPD1","TMIGD3",0.0186979634137756,0,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_456","MTC_Prolif","ENTPD1","TMIGD3",0.0138638588743893,0.05,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"MTC_Prolif","MTC_Prolif","ENTPD1","TMIGD3",0.0149878416437035,0.01,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"B Cells","B Cells","PTPRC","CD22",0.01788621423274,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"MONO","B Cells","PTPRC","CD22",0.0157723110687815,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"MTC_123","B Cells","PTPRC","CD22",0.0186539595038592,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"MTC_456","B Cells","PTPRC","CD22",0.0159398758866073,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"MTC_Prolif","B Cells","PTPRC","CD22",0.017016125622809,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"NEUT","B Cells","PTPRC","CD22",0.0255295559182613,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"T Cells","B Cells","PTPRC","CD22",0.0296588741227421,0,"PTPRC_CD22","PTPRC - CD22","CD45","Cell-Cell Contact","PMID: 12115612"
"B Cells","MTC_123","PTPRC","MRC1",0.0159084222995795,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"MONO","MTC_123","PTPRC","MRC1",0.0140249287917781,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"MTC_123","MTC_123","PTPRC","MRC1",0.0165927073987333,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"MTC_456","MTC_123","PTPRC","MRC1",0.0141741967929531,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"MTC_Prolif","MTC_123","PTPRC","MRC1",0.0151330624089428,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"NEUT","MTC_123","PTPRC","MRC1",0.0227261486365035,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"T Cells","MTC_123","PTPRC","MRC1",0.0264143164528562,0,"PTPRC_MRC1","PTPRC - MRC1","CD45","Cell-Cell Contact","PMID: 27601670; PMID: 10575006"
"MTC_456","MONO","CD99","PILRA",0.0102065873345023,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","MONO","CD99","PILRA",0.0144851244538782,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T Cells","MONO","CD99","PILRA",0.0119183800603813,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_123","MTC_123","CD99","PILRA",0.00913083675438782,0.28,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_456","MTC_123","CD99","PILRA",0.0111433040822337,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","MTC_123","CD99","PILRA",0.015808235599829,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T Cells","MTC_123","CD99","PILRA",0.0130101328111759,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_456","MTC_456","CD99","PILRA",0.00924499301920667,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","MTC_456","CD99","PILRA",0.0131257813452436,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T Cells","MTC_456","CD99","PILRA",0.0107972716999555,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_456","MTC_Prolif","CD99","PILRA",0.00785306938930274,0.97,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","MTC_Prolif","CD99","PILRA",0.0111561465372608,0.01,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T Cells","MTC_Prolif","CD99","PILRA",0.00917380143634975,0.34,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"B Cells","NEUT","CD99","PILRA",0.0105803456288138,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MONO","NEUT","CD99","PILRA",0.0205756991288394,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_123","NEUT","CD99","PILRA",0.0221344841687865,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_456","NEUT","CD99","PILRA",0.0269350907715974,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","NEUT","CD99","PILRA",0.0379571922391145,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"NEUT","NEUT","CD99","PILRA",0.00898378972103926,0.55,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"T Cells","NEUT","CD99","PILRA",0.0313635946649821,0,"CD99_PILRA","CD99 - PILRA","CD99","Cell-Cell Contact","PMID: 18234675"
"MTC_Prolif","MONO","CD99","CD99",0.0422593184973513,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T Cells","MONO","CD99","CD99",0.0349455386712686,0.03,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","CD99","CD99",0.045384702435153,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T Cells","MTC_123","CD99","CD99",0.0375512233621626,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_456","CD99","CD99",0.0391905775755264,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","CD99","CD99",0.0549445656327154,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T Cells","MTC_456","CD99","CD99",0.045539752739429,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MONO","MTC_Prolif","CD99","CD99",0.0422593184973513,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","CD99","CD99",0.045384702435153,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","CD99","CD99",0.0549445656327154,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","CD99","CD99",0.0765270039789195,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T Cells","MTC_Prolif","CD99","CD99",0.0636768586708565,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MONO","T Cells","CD99","CD99",0.0349455386712686,0.03,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","T Cells","CD99","CD99",0.0375512233621626,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","T Cells","CD99","CD99",0.045539752739429,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","T Cells","CD99","CD99",0.0636768586708565,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"T Cells","T Cells","CD99","CD99",0.0528609517095884,0,"CD99_CD99","CD99 - CD99","CD99","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","T Cells","CLEC2D","KLRB1",0.00994407437276944,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"T Cells","T Cells","CLEC2D","KLRB1",0.0107121716729889,0,"CLEC2D_KLRB1","CLEC2D - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"B Cells","T Cells","CLEC2B","KLRB1",0.00912884985682919,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MONO","T Cells","CLEC2B","KLRB1",0.00681739493195364,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MTC_Prolif","T Cells","CLEC2B","KLRB1",0.00723798417583503,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"NEUT","T Cells","CLEC2B","KLRB1",0.00816629125129699,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"T Cells","T Cells","CLEC2B","KLRB1",0.0116471860792878,0,"CLEC2B_KLRB1","CLEC2B - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"B Cells","T Cells","CD69","KLRB1",0.0449418981714875,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MTC_456","T Cells","CD69","KLRB1",0.00533405413435926,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MTC_Prolif","T Cells","CD69","KLRB1",0.0036768777544495,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"T Cells","T Cells","CD69","KLRB1",0.043946748271587,0,"CLEC2C_KLRB1","CLEC2C - KLRB1","CLEC","Cell-Cell Contact","PMID: 24223577"
"MTC_Prolif","MONO","HLA-F","LILRB1",0.000976742684958511,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","MONO","HLA-F","LILRB1",0.00210546358930475,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","MONO","HLA-F","LILRB1",0.00345426412585899,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_Prolif","MTC_123","HLA-F","LILRB1",0.00108603343563994,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","MTC_123","HLA-F","LILRB1",0.0023407544851313,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","MTC_123","HLA-F","LILRB1",0.00383970691498718,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_Prolif","MTC_456","HLA-F","LILRB1",0.00118159248600069,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","MTC_456","HLA-F","LILRB1",0.00254643381245157,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","MTC_456","HLA-F","LILRB1",0.00417654603048871,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_Prolif","MTC_Prolif","HLA-F","LILRB1",0.000860043807456836,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","MTC_Prolif","HLA-F","LILRB1",0.00185415813094584,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","MTC_Prolif","HLA-F","LILRB1",0.00304245839176491,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_Prolif","NEUT","HLA-F","LILRB1",0.00145239362629621,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","NEUT","HLA-F","LILRB1",0.00312905372585773,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","NEUT","HLA-F","LILRB1",0.0051302146816081,0,"HLA-F_LILRB1","HLA-F - LILRB1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"B Cells","T Cells","HLA-E","KLRK1",0.0416929403131927,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MONO","T Cells","HLA-E","KLRK1",0.0308718238211398,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_123","T Cells","HLA-E","KLRK1",0.0411503361750731,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_456","T Cells","HLA-E","KLRK1",0.0382751343645737,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"MTC_Prolif","T Cells","HLA-E","KLRK1",0.0376852734886192,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"NEUT","T Cells","HLA-E","KLRK1",0.0357292101207283,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"T Cells","T Cells","HLA-E","KLRK1",0.0479011299439896,0,"HLA-E_KLRK1","HLA-E - KLRK1","MHC-I","Cell-Cell Contact","PMID: 28484462"
"B Cells","MTC_123","HLA-DPA1","CD4",0.026185210595685,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DPA1","CD4",0.0261380769161455,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DPA1","CD4",0.02623645695516,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DPA1","CD4",0.0288373039815409,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DPA1","CD4",0.0189168398722618,0.99,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DPA1","CD4",0.0208485377990791,0.12,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DPA1","CD4",0.0235207792923199,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DPA1","CD4",0.02347832598969,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DPA1","CD4",0.0235669373600342,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DPA1","CD4",0.0259101935708658,0,"HLA-DPA1_CD4","HLA-DPA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DPB1","CD4",0.0254191956123372,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_123","HLA-DPB1","CD4",0.0168977972397882,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_123","HLA-DPB1","CD4",0.0201992472818705,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_123","HLA-DPB1","CD4",0.0225611682828907,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_123","HLA-DPB1","CD4",0.013472326762908,0.76,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_456","HLA-DPB1","CD4",0.0183594431364373,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_456","HLA-DPB1","CD4",0.0145675771146173,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_456","HLA-DPB1","CD4",0.0162819234790374,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_Prolif","HLA-DPB1","CD4",0.0228308814596879,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_123","MTC_Prolif","HLA-DPB1","CD4",0.0151636754170508,0.01,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_456","MTC_Prolif","HLA-DPB1","CD4",0.0181325660668541,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","MTC_Prolif","HLA-DPB1","CD4",0.020257824095759,0,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"NEUT","MTC_Prolif","HLA-DPB1","CD4",0.0120854194014806,0.9,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","NEUT","HLA-DPB1","CD4",0.0146001952915655,0.09,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"MTC_Prolif","NEUT","HLA-DPB1","CD4",0.0129424564156847,0.79,"HLA-DPB1_CD4","HLA-DPB1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
"B Cells","MTC_123","HLA-DQA1","CD4",0.0156549943418334,0,"HLA-DQA1_CD4","HLA-DQA1 - CD4","MHC-II","Cell-Cell Contact","KEGG: hsa04514"
