assay,ID,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,pos_avgLFC,avg_LFC,gene
Homeo_PICALM,MAF,-0.1832248408250372,9.592423890271668,-0.5591578066045276,0.5797010904630201,0.761902308828373,-5.969086904345215,-0.5538213863867283,0.5918942588015078,0.5918942588015078,MAF
Adapt_AIF1,BCLAF3,1.2239031614831424,3.4015710063595,4.918644579263853,2.5095807986084858e-5,0.001990890531118312,2.40587705591443,4.213936311181251,1.0149271873605232,0.5920408592936385,BCLAF3
Adapt_TMEM163,BCLAF3,1.5425490460454503,5.0470023339778765,4.015919494847726,3.641925443891021e-4,0.009751994325145046,-0.008473614987449807,3.564757649195789,1.0149271873605232,0.5920408592936385,BCLAF3
Adapt_CCL3,BCLAF3,1.0252797564882297,3.451622766148138,3.280203032292487,0.0025457468999801804,0.030805520433614286,-1.7424305676723142,3.017850225041127,1.0149271873605232,0.5920408592936385,BCLAF3
Adapt_HIST,BCLAF3,0.9651930170736565,4.504158206158411,2.815255861642229,0.009396663146685387,0.06690254323586613,-2.8367674738975537,2.597275104268833,1.0149271873605232,0.5920408592936385,BCLAF3
PVM_GPNMB,BCLAF3,0.8738986654530638,4.106773577081045,2.441258912808722,0.021077697070118116,0.10840738000101832,-3.6616046055493148,2.3065898294284954,1.0149271873605232,0.5920408592936385,BCLAF3
Adapt_HSPA1A,BCLAF3,0.7232157661010126,3.7813266783411517,1.965495532027225,0.059542778337010854,0.20174758045332158,-4.477509115917074,1.8841641264323679,1.0149271873605232,0.5920408592936385,BCLAF3
Homeo_FRMD4A,BCLAF3,0.750450898879107,4.612215012835919,1.9364068399305783,0.0651048344513645,0.21304536023024212,-4.379973322092627,1.8445375790204588,1.0149271873605232,0.5920408592936385,BCLAF3
Adapt_AIF1,ATMIN,1.0258911749244337,4.46716956904602,6.015681520047419,1.003347350972053e-6,3.0667322922069715e-4,5.461567100000341,4.890980834159699,0.7900282578193178,0.5925211933644884,ATMIN
PVM_CD163,ATMIN,2.020595995931269,4.940289087259153,5.188994056353964,1.6873115318213663e-5,0.0015772432632558439,2.9515221326471384,4.302697494300638,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_CCL3,ATMIN,0.43849613049157465,4.294038608517476,3.628120466811915,0.001128295303036047,0.019010875699629323,-0.9368999152497581,3.256412929014437,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_HIF1A,ATMIN,0.9379697350653649,4.572667480744965,3.3105342541107468,0.0025315714226108975,0.030705645035998676,-1.6193270708834557,3.019542056807957,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_IFI44L,ATMIN,0.8917076353231366,4.911255728692564,2.83725575156855,0.007318528058366546,0.05777319506384371,-2.7042949108904186,2.6819916768910277,0.7900282578193178,0.5925211933644884,ATMIN
Homeo_FRMD4A,ATMIN,0.7349070650275209,4.7930525979120775,2.7741752471734666,0.00929278761113547,0.06649370626193327,-2.7681055506260273,2.6010907194141137,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_HSPA1A,ATMIN,0.5779475467891775,4.016039842927399,2.2397037093792243,0.03237858409120002,0.14040445038563953,-3.9764805327930866,2.1397053788537144,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_HIST,ATMIN,0.4392142378504289,4.480377049656325,2.2118183064984565,0.03433429768104594,0.14521708978721917,-4.150950025031049,2.116123589658687,0.7900282578193178,0.5925211933644884,ATMIN
PVM_GPNMB,ATMIN,0.04352479897095396,4.640347470527617,0.1910635777428821,0.8498966322246382,0.926885204107563,-6.34573273778685,0.18925031782093277,0.7900282578193178,0.5925211933644884,ATMIN
Adapt_AIF1,AKAP8L,0.790141134653604,4.894745055415798,4.520186200407918,8.281151252215285e-5,0.004044972811009915,1.288020188508236,3.9361143880392397,0.6463978402736928,0.5925313535842185,AKAP8L
PVM_CD163,AKAP8L,1.5793130946671257,5.114755602658668,4.639901512276728,1.0612059570238944e-4,0.004713321562057395,1.3098989641051544,3.8761538572735494,0.6463978402736928,0.5925313535842185,AKAP8L
PVM_GPNMB,AKAP8L,0.7872360897336872,5.421750575288144,3.777622699438191,6.402162610977657e-4,0.013679834791279035,-0.5378983752173978,3.413978506770433,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_IFI44L,AKAP8L,0.8466720386258624,5.492921901776206,3.2984362772181073,0.002175274059035431,0.028082821903552487,-1.5960301328075,3.065195980659842,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_CCL3,AKAP8L,0.5157035141373818,5.322661745606877,3.0380325445657514,0.004805681809561994,0.044941884382074034,-2.280243652758278,2.8197784390208156,0.6463978402736928,0.5925313535842185,AKAP8L
Homeo_FRMD4A,AKAP8L,0.5788966438449039,5.542982328720898,2.583123028549246,0.014648031377664931,0.08706318857991663,-3.2032463696152993,2.44096605929702,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_HSPA1A,AKAP8L,0.4375473517215811,5.496165689893824,2.399791664107379,0.02283441102060282,0.11394140448664437,-3.632162477385796,2.276193830446885,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_HIF1A,AKAP8L,0.6305912606461517,5.485072667074014,2.1354264035873456,0.04099994146605413,0.1618747527871602,-4.087893071490712,2.043530599380437,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_TMEM163,AKAP8L,0.4810527839158034,5.629400095887742,1.5252881034326349,0.137657468149917,0.33485536370031715,-5.213803982539635,1.4845711288325183,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_HIST,AKAP8L,0.28222153395201754,5.712409538994305,1.498919181057432,0.14381903783567185,0.3436780113953052,-5.326571511426644,1.4617160476103375,0.6463978402736928,0.5925313535842185,AKAP8L
Homeo_PICALM,AKAP8L,0.18100079711250316,5.6491439042783105,0.6031267377075809,0.5503788188098766,0.7422581015426049,-5.898729115211703,0.5971925706393477,0.6463978402736928,0.5925313535842185,AKAP8L
Adapt_AIF1,ZNF681,1.9807491348257606,2.4939494070904784,7.874599397961652,1.1429259762906455e-8,2.4291163947256302e-5,9.728312916906582,5.708028035666525,1.4283721294778662,0.595155053949111,ZNF681
Adapt_HSPA1A,ZNF681,1.438430689469906,2.59109181487736,4.209487937335891,1.9502907822458875e-4,0.006771925326346947,0.6639550509260967,3.7253698256420615,1.4283721294778662,0.595155053949111,ZNF681
Adapt_CCL3,ZNF681,1.4844467158336165,2.2441287318559637,3.4039948778801783,0.0037511811026595494,0.038776206421451895,-1.380385765113581,2.8983613625191698,1.4283721294778662,0.595155053949111,ZNF681
Adapt_HIST,ZNF681,1.0484351794588882,3.216257669345219,2.647270155491888,0.012584459222478571,0.07940442752984787,-3.2768433356410696,2.4953171595193577,1.4283721294778662,0.595155053949111,ZNF681
Homeo_FRMD4A,ZNF681,1.18979892780116,3.674227476369108,2.6325553739995247,0.01322287393316743,0.08178092268569369,-3.0686359698171946,2.4777095434739285,1.4283721294778662,0.595155053949111,ZNF681
Adapt_AIF1,NCS1,2.498805915017952,2.7441872631178725,4.554196743688182,9.552815020608794e-5,0.004408487249357429,1.2799956339717058,3.901678068647868,2.395544109992497,0.5988860274981243,NCS1
Adapt_HSPA1A,NCS1,2.507422516994581,1.640011119411366,3.9999066444264693,3.629704593865317e-4,0.009733530012715708,0.09503840590189849,3.565639188222897,2.395544109992497,0.5988860274981243,NCS1
Adapt_CCL3,NCS1,2.180403897964958,2.2008296627040966,2.984966831318645,0.00593207679444853,0.050842398785018394,-2.3418618477334885,2.7515124331044514,2.395544109992497,0.5988860274981243,NCS1
Adapt_HIF1A,QSER1,1.6176643697900825,5.438169234530627,4.225402993280087,2.0452023801453473e-4,0.0069535359196980385,0.5738761271823734,3.7133666659413387,0.6534456621283952,0.5989918569510289,QSER1
PVM_GPNMB,QSER1,1.2824545494615815,5.426219793685806,4.120706265714891,2.556074018655263e-4,0.007891878532598125,0.34518838199406154,3.6565752475637736,0.6534456621283952,0.5989918569510289,QSER1
Adapt_AIF1,QSER1,0.686559266409251,5.31731452772612,4.154839921385778,2.6870033590609306e-4,0.008130686006747571,0.29388007873114663,3.643744332676143,0.6534456621283952,0.5989918569510289,QSER1
PVM_CD163,QSER1,1.0140090048670567,5.317957812336925,3.434052751700279,0.0018584152499475795,0.025582251798871712,-1.447681003131426,3.1119729527103237,0.6534456621283952,0.5989918569510289,QSER1
Adapt_CCL3,QSER1,0.6469245098364613,5.480301632122633,3.3269896761063498,0.0023321399681051113,0.02929569697528729,-1.600097733505562,3.044310894948234,0.6534456621283952,0.5989918569510289,QSER1
Homeo_FRMD4A,QSER1,0.8156146175582331,5.826588764300036,2.8810730240255253,0.007610378102984526,0.0590919672754253,-2.5391726680034594,2.6688837701002863,0.6534456621283952,0.5989918569510289,QSER1
Adapt_IFI44L,QSER1,0.8511433800349524,5.685278495703911,2.662264547369325,0.011464537837382917,0.07522922412121112,-2.980340502172717,2.5282111542548056,0.6534456621283952,0.5989918569510289,QSER1
Adapt_HIST,QSER1,0.4559521045075181,5.612919418592009,2.5110435643223235,0.01735315409058119,0.09624179843985967,-3.5366359353951817,2.379138509471729,0.6534456621283952,0.5989918569510289,QSER1
Prolif_MKI67,QSER1,-0.8387900568432194,5.615122382385926,-1.3030217768336443,0.21150303789038333,0.43202466113476057,-5.422744675155883,-1.2494431405098718,0.6534456621283952,0.5989918569510289,QSER1
Adapt_HSPA1A,QSER1,0.26954333489436255,5.448626837768787,1.1275213315789299,0.26776783493097056,0.4948325136093943,-5.607552580027191,1.1082176386743032,0.6534456621283952,0.5989918569510289,QSER1
Adapt_TMEM163,QSER1,0.3868272028960664,6.036249049158697,1.1151737727428712,0.27353515243469323,0.5006885431222283,-5.782965441210715,1.094957736941065,0.6534456621283952,0.5989918569510289,QSER1
Adapt_AIF1,FNBP1L,1.0651048280310436,5.209842835620954,5.95561591273119,1.182041851730598e-6,3.354869715206812e-4,5.296792983877496,4.858624308123878,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_TMEM163,FNBP1L,1.9423940301677263,6.024910386007892,5.541197533644679,4.884502340845632e-6,7.643744330991136e-4,4.030935698413909,4.569688256690308,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_HIST,FNBP1L,0.9751102076710207,5.6032074976135675,4.996975807889731,2.0669146672307727e-5,0.0017693407008116504,2.740094186754603,4.257536992841535,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_CCL3,FNBP1L,0.7643310648267541,5.240264178249628,3.434442164768741,0.0016912494206533025,0.024206952882599303,-1.3596890188638753,3.139693046765225,0.6578396698622688,0.6030196973737465,FNBP1L
PVM_CD163,FNBP1L,0.8206361251147256,5.335408556732443,3.0447722652604363,0.005120859075906022,0.04672085165671263,-2.3679994578060763,2.7993311503089005,0.6578396698622688,0.6030196973737465,FNBP1L
PVM_GPNMB,FNBP1L,0.6727455190703759,5.225206247542464,2.5725475774027973,0.014828489959598313,0.08768526026578387,-3.386034721064124,2.4365409602302863,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_HSPA1A,FNBP1L,0.41029552998960206,5.394459204471692,1.5278000167984864,0.1362883743699209,0.33280058071039037,-5.11792171702184,1.4897561133718331,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_IFI44L,FNBP1L,0.41385420467709455,5.672503112073057,1.4190680060982752,0.16454742832294333,0.3724118245278304,-5.162697243338375,1.3899389116702003,0.6578396698622688,0.6030196973737465,FNBP1L
Homeo_PICALM,FNBP1L,-0.39300388614578896,5.808029017274062,-1.2007025968985596,0.23843143007969386,0.4629918492899716,-5.358185869366799,-1.178916491778739,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_HIF1A,FNBP1L,0.31892354366896214,5.412783350549806,0.9940979075693464,0.32852267165511884,0.5573359376751682,-5.665745678252958,0.9770938914335261,0.6578396698622688,0.6030196973737465,FNBP1L
Homeo_FRMD4A,FNBP1L,0.24584520141344157,5.807227708928636,0.7318999738009504,0.46964238028488425,0.6808365529454732,-5.8394338796831,0.72306104573383,0.6578396698622688,0.6030196973737465,FNBP1L
Adapt_AIF1,UBN2,1.0937962164864077,4.299337651611108,5.348680822624513,6.677723453587502e-6,9.105711299337194e-4,3.7095495286595224,4.503710261696709,0.7248364601783406,0.6040303834819505,UBN2
PVM_CD163,UBN2,1.621719892508417,5.065792894901306,4.943964949926797,2.9867275055749265e-5,0.0022282206264040206,2.4138450019059503,4.174475963005659,0.7248364601783406,0.6040303834819505,UBN2
Adapt_HIST,UBN2,0.8797745924677933,5.312920578969589,2.9894917550700235,0.005552499345122176,0.048830149648837154,-2.421266054795154,2.773100361888192,0.7248364601783406,0.6040303834819505,UBN2
PVM_GPNMB,UBN2,0.8829080890451193,4.983410930064134,2.7094357954552786,0.010747761721923309,0.07251129069589335,-3.105840752873717,2.5507946954605774,0.7248364601783406,0.6040303834819505,UBN2
Adapt_CCL3,UBN2,0.6238671785107686,4.671139646498406,2.266863929527222,0.03044161121039149,0.13543271582697294,-3.9688888822992383,2.1642963692249295,0.7248364601783406,0.6040303834819505,UBN2
Adapt_TMEM163,UBN2,0.7667924668989379,5.600282431431286,1.8812604150030308,0.06956148909831025,0.22180284875593548,-4.716247488654694,1.8147555175186834,0.7248364601783406,0.6040303834819505,UBN2
Adapt_IFI44L,UBN2,0.5353439772849224,5.263186929625608,1.4370744195254364,0.16105813016830683,0.3677844760521117,-5.2075663421670315,1.4015216763995655,0.7248364601783406,0.6040303834819505,UBN2
Homeo_FRMD4A,UBN2,0.4537370212265257,5.460656677794027,1.173830617819717,0.24926375899826694,0.47464415206931204,-5.444139801255701,1.1521394874154656,0.7248364601783406,0.6040303834819505,UBN2
Adapt_HSPA1A,UBN2,0.21134472568312823,4.9265003943729,0.683519152959941,0.4991157764999682,0.7033982764805541,-6.017260868754016,0.6758816698604582,0.7248364601783406,0.6040303834819505,UBN2
Adapt_HIF1A,UBN2,0.1790804416713856,4.8392561866329,0.36562633807909733,0.7173073624736986,0.8513047186088087,-5.723740526600266,0.3620597745990331,0.7248364601783406,0.6040303834819505,UBN2
Adapt_AIF1,ANKRD13D,0.7818437551396737,5.343033979029811,5.773159145572798,1.9960744282231405e-6,4.5859087905608794e-4,4.727365209209375,4.7538213392517275,0.6592454113261569,0.6043082937156438,ANKRD13D
PVM_CD163,ANKRD13D,1.587387703584545,5.564938652237613,5.083591100433702,2.9130928276455544e-5,0.0021894900301030577,2.4545639799006223,4.180155922492115,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_CCL3,ANKRD13D,0.637916670872607,5.5888553375545795,4.6934744209452255,5.364124160996662e-5,0.0030948693628376576,1.8155079314848273,4.039167536299968,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_HIST,ANKRD13D,0.8046762726597052,6.066971734488074,4.129280393700296,2.8990862408164364e-4,0.008486466737610958,0.28106389705205626,3.6241541886805084,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_TMEM163,ANKRD13D,0.8879097935523861,6.065916561250013,3.034719816944346,0.005163162090536999,0.04695982113011617,-2.3401113012504746,2.796673874553976,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_HIF1A,ANKRD13D,0.9402033152112255,5.792675335896764,2.9970704238632133,0.005491551159801004,0.04855184353371686,-2.19940918536905,2.776690096678641,0.6592454113261569,0.6043082937156438,ANKRD13D
PVM_GPNMB,ANKRD13D,0.4195113229853842,5.736261397760785,2.7869225341264174,0.009669194670989454,0.06800969192049401,-2.9087932568390893,2.5874403097990273,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_IFI44L,ANKRD13D,0.5882478455327504,6.089928298598776,2.4745770706460553,0.028122103402220825,0.1293356157673948,-3.46301436230115,2.1955788226423616,0.6592454113261569,0.6043082937156438,ANKRD13D
Adapt_HSPA1A,ANKRD13D,0.3127892703762356,6.004419797164754,1.4634008088068344,0.15424538237246802,0.3583973735131662,-5.101609576605984,1.4246950093508473,0.6592454113261569,0.6043082937156438,ANKRD13D
Homeo_FRMD4A,ANKRD13D,0.256777783038844,6.201751865095469,1.2781494014245802,0.21155712129901705,0.4320906532534498,-5.190238200938709,1.2492952044021612,0.6592454113261569,0.6043082937156438,ANKRD13D
Homeo_PICALM,ANKRD13D,0.03443579163436894,6.213968110169777,0.10627693878856702,0.9159837210745367,0.9602955695061364,-6.065744524474886,0.10549413820099117,0.6592454113261569,0.6043082937156438,ANKRD13D
PVM_GPNMB,TP53INP1,1.7078423232795616,4.376778621165405,4.216530767769466,1.8349315445762316e-4,0.006538343592220163,0.6599562806400243,3.7407209539428945,0.8084828745150416,0.6063621558862812,TP53INP1
PVM_CD163,TP53INP1,1.788804494247083,4.3748044562311,3.7693142192600937,8.195229926083515e-4,0.01576762237778468,-0.6639866595423962,3.346115337823348,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_AIF1,TP53INP1,1.1841416338830273,4.179426619623322,3.0708952655161825,0.004279116060194372,0.0419961787737504,-2.4657991199615408,2.856817641831135,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_CCL3,TP53INP1,0.7936397790331071,4.279452274772578,1.6567793242339393,0.10754141232621592,0.28869986994368513,-5.037093952850254,1.6093427675785175,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_HIST,TP53INP1,0.8293682256358341,4.733306270212006,1.4094380671722244,0.18121825546394518,0.3945665499320996,-5.435217072619571,1.3370134226938992,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_IFI44L,TP53INP1,0.5952383692075092,5.345706130760462,1.3312484688337403,0.19464680605349827,0.4115053511825109,-5.321866271356725,1.2969546064112398,0.8084828745150416,0.6063621558862812,TP53INP1
Homeo_PICALM,TP53INP1,-0.4430641623689775,6.070958659890665,-1.1646750641266546,0.2521644286556164,0.477832663343299,-5.3862320407799436,-1.145107983828413,0.8084828745150416,0.6063621558862812,TP53INP1
Homeo_FRMD4A,TP53INP1,0.694633009005833,5.3987726002529195,1.071320957941588,0.2956625995454029,0.5243461339062014,-5.53930541032639,1.0457800380610813,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_HSPA1A,TP53INP1,0.12574219871239656,4.663691074472506,0.27734640572586766,0.7834904316086871,0.8904651172690045,-6.241854295494139,0.2747732748939761,0.8084828745150416,0.6063621558862812,TP53INP1
Adapt_AIF1,SPNS2,1.247039345737817,4.970671537842967,3.902869623189798,4.587877730694956e-4,0.011205418906110985,-0.369829440139986,3.50373145011887,0.8137287546858222,0.6102965660143667,SPNS2
PVM_GPNMB,SPNS2,1.720323775128521,4.904121200066958,3.7944001360391493,6.2488248755179e-4,0.013497630284345547,-0.4935445984905922,3.4205778463638414,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_TMEM163,SPNS2,0.974465913574246,5.825324090202167,2.668062731262546,0.01215221357323801,0.07782426088653413,-3.1940700271078506,2.507693178356554,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_CCL3,SPNS2,0.9384864281320855,5.182567758549896,1.913014434353446,0.0651824383795979,0.21316264923092149,-4.611556579992682,1.8440048155814914,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_HIST,SPNS2,0.7259857775860761,5.690103105959589,1.8943444642518323,0.07094321702612731,0.22456792643198278,-4.650242562455622,1.8058407575810544,0.8137287546858222,0.6102965660143667,SPNS2
Homeo_FRMD4A,SPNS2,0.58260575836524,5.913372759522319,1.7232561246186884,0.094827226198972,0.26765064400766087,-4.721332630720441,1.670465872216594,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_HSPA1A,SPNS2,0.6345490982580007,5.347528453678747,1.5327053633003127,0.13502543505706918,0.33084815566157844,-5.158879905582827,1.4945748455853904,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_IFI44L,SPNS2,0.5943514929906639,5.534669951841149,1.4834871317831704,0.14635230867382792,0.34722579152910527,-5.250520340384561,1.4525371449865492,0.8137287546858222,0.6102965660143667,SPNS2
Homeo_PICALM,SPNS2,-0.09424879760025018,6.0016968575265075,-0.30051259676630765,0.7656218250152715,0.8801820216322483,-6.0084547103914066,-0.2981065729814269,0.8137287546858222,0.6102965660143667,SPNS2
Adapt_AIF1,ZNF107,1.654768047093782,3.1436495118805343,6.981085160611572,7.235470547195735e-8,6.960522666402297e-5,8.062118056938491,5.385223446083963,1.221892719359183,0.6109463596795915,ZNF107
Adapt_HIST,ZNF107,1.985721011919944,4.011892323867933,6.069150471807723,9.339598746095998e-7,2.959396986587018e-4,5.688647540174853,4.9050658785660675,1.221892719359183,0.6109463596795915,ZNF107
Adapt_CCL3,ZNF107,1.4375639106393354,3.5388684046858887,4.767832865849554,4.0744956510486656e-5,0.0026559782992106812,2.1264432147107426,4.103214273767887,1.221892719359183,0.6109463596795915,ZNF107
PVM_GPNMB,ZNF107,1.0044454219023722,3.95377487882807,3.0645359350417176,0.00436551883906049,0.04245306577079427,-2.2984404714646036,2.8504662115551502,1.221892719359183,0.6109463596795915,ZNF107
Adapt_HSPA1A,ZNF107,0.9036018110203612,3.88700736243033,2.6235007521156746,0.01354998033554839,0.08302042792074064,-3.1787157604098533,2.468977327280589,1.221892719359183,0.6109463596795915,ZNF107
Homeo_FRMD4A,ZNF107,0.3452561135793042,4.4904073014092925,0.8662452638277184,0.39290695938333964,0.6167282176810438,-5.7491772702205,0.854357458956194,1.221892719359183,0.6109463596795915,ZNF107
PVM_CD163,USP46,1.6947066055603708,4.518196409788953,4.259003427078563,1.9804865163807522e-4,0.006825309237355612,0.6508240748737233,3.721492624155414,0.667126211321912,0.6115323603784192,USP46
Adapt_TMEM163,USP46,1.070710689340248,5.244250196475014,3.3788858333405845,0.00201642433193034,0.0268284812868553,-1.5560850964637316,3.0878024984692134,0.667126211321912,0.6115323603784192,USP46
Homeo_FRMD4A,USP46,0.7178317628337814,5.188284479690843,2.93589978866086,0.006374551642660799,0.05314250221690316,-2.416030371305206,2.7278659004224557,0.667126211321912,0.6115323603784192,USP46
Adapt_HIST,USP46,0.6717032263190132,5.008449382772107,2.7383386391293456,0.010217762916635304,0.07025288541613756,-2.958023047618106,2.5683713575062925,0.667126211321912,0.6115323603784192,USP46
Adapt_IFI44L,USP46,0.5111680101875153,5.407744518874401,2.1785227831847584,0.03629084292045004,0.15013299779445197,-4.058497824157293,2.0936536692943744,0.667126211321912,0.6115323603784192,USP46
Adapt_CCL3,USP46,0.4715373582456994,4.463063040842465,2.195313645919714,0.03631977754518641,0.1502046999267966,-4.0468372003653545,2.093329202403563,0.667126211321912,0.6115323603784192,USP46
PVM_GPNMB,USP46,0.5214674837680606,4.828903663277665,2.051574755836701,0.04875477548867032,0.17947358448760864,-4.3475275063213985,1.9707299272720933,0.667126211321912,0.6115323603784192,USP46
Adapt_AIF1,USP46,0.36438646889909787,4.7162152495517775,1.9908253381359875,0.05538854441880614,0.19328295920562058,-4.662705695525961,1.9158158115927946,0.667126211321912,0.6115323603784192,USP46
Adapt_HSPA1A,USP46,0.40074608711790205,4.680689068896844,1.6924236676133744,0.1003462582272852,0.27699965821348005,-4.883579113053392,1.6431772848446702,0.667126211321912,0.6115323603784192,USP46
Prolif_MKI67,USP46,0.509416136388543,5.067189724342436,1.527395725616513,0.14584050477244184,0.34649726332744396,-5.125932193518283,1.4543817213252839,0.667126211321912,0.6115323603784192,USP46
Adapt_HIF1A,USP46,0.40471449588079933,4.592254100029832,1.3396285775276444,0.19068633501573776,0.4063238629272838,-5.3222796785085125,1.308551452135425,0.667126211321912,0.6115323603784192,USP46
PVM_GPNMB,PGM5,2.127771087967873,4.410919870510024,4.27055697198068,1.6068497050708138e-4,0.006033248249002802,0.7371982695509081,3.7739469088830933,0.9190156637528252,0.6126771091685501,PGM5
Adapt_IFI44L,PGM5,1.1311700428875602,5.239274433467341,3.283629805400477,0.002237520480637307,0.028530927842688025,-1.6367759727647169,3.0567483372520625,0.9190156637528252,0.6126771091685501,PGM5
Adapt_AIF1,PGM5,0.8478855121206559,4.51914705393757,2.6164831848161962,0.013368670747056909,0.08227913122590955,-3.5101066519717707,2.473794132315075,0.9190156637528252,0.6126771091685501,PGM5
Homeo_FRMD4A,PGM5,0.8988408254815026,5.252556891774928,2.252831796669838,0.03137259519329866,0.13793048821219644,-3.861945727188,2.15231446654095,0.9190156637528252,0.6126771091685501,PGM5
Adapt_HIST,PGM5,0.9654766589837562,4.926779074344702,2.265057163216695,0.031629188979040525,0.13854203815771615,-3.9674759393623207,2.149065741334831,0.9190156637528252,0.6126771091685501,PGM5
Adapt_CCL3,PGM5,0.7001212571696644,4.166060895930186,1.4450755894389404,0.15835996493024806,0.36417093668944844,-5.349414284002005,1.4106089033094367,0.9190156637528252,0.6126771091685501,PGM5
Adapt_HSPA1A,PGM5,0.5203301473888331,4.520301782081266,1.2644209139812013,0.21504672765974997,0.4363384569797418,-5.543937955859432,1.2398071644005757,0.9190156637528252,0.6126771091685501,PGM5
Homeo_PICALM,PGM5,0.16052977802275592,6.044829328379464,0.5040129041529112,0.6174696913575293,0.787128725050184,-5.96706935150972,0.4994396513680117,0.9190156637528252,0.6126771091685501,PGM5
PVM_CD163,CEP350,1.5020499429125893,6.883109412519342,4.728474534514023,6.189267157471223e-5,0.003378955349589577,1.745533221554009,4.005476177732735,0.6690251039788797,0.6132730119806397,CEP350
Adapt_TMEM163,CEP350,1.3971845332315542,7.115515992768953,4.640044746377758,7.359520513419783e-5,0.0037658823052711863,1.4878555425829605,3.964353245448414,0.6690251039788797,0.6132730119806397,CEP350
PVM_GPNMB,CEP350,0.6546330264162004,6.782063581254706,2.5865468807383887,0.014452614429360102,0.0863961559850353,-3.3513286682686645,2.4458124888257196,0.6690251039788797,0.6132730119806397,CEP350
Adapt_AIF1,CEP350,0.624173513293588,6.412094466039627,2.1477705638366094,0.03955601571122062,0.15826216074986657,-4.43267342699229,2.0583555462012737,0.6690251039788797,0.6132730119806397,CEP350
Homeo_FRMD4A,CEP350,0.607274479301168,7.122727889615463,1.9251512117720642,0.06328617247605028,0.20925909158833986,-4.37634330325157,1.8571756193272289,0.6690251039788797,0.6132730119806397,CEP350
Adapt_HIF1A,CEP350,0.8713868738095787,6.787815064086372,1.870595089986765,0.07183929293091616,0.2263649676528487,-4.254473016149343,1.8001351985406528,0.6690251039788797,0.6132730119806397,CEP350
Adapt_CCL3,CEP350,0.4860649526674532,6.842802768092912,1.8203363593770348,0.07826780107913618,0.23850136176260398,-4.755453280407233,1.7608263349756315,0.6690251039788797,0.6132730119806397,CEP350
Adapt_HIST,CEP350,0.4048827721834636,6.908763187940324,1.6122490625595052,0.11685174234539066,0.3038052608672797,-5.148817419585299,1.5681259464327073,0.6690251039788797,0.6132730119806397,CEP350
Adapt_HSPA1A,CEP350,0.39163084455616914,6.8623448137681216,1.3135531676774157,0.19822516719868188,0.4158910450260001,-5.402222944543584,1.2866245940480505,0.6690251039788797,0.6132730119806397,CEP350
Adapt_IFI44L,CEP350,0.27842304972274157,6.955517041118085,0.9906892387226596,0.3286047041196273,0.5574337140270397,-5.627436618984383,0.976928190970703,0.6690251039788797,0.6132730119806397,CEP350
Homeo_PICALM,CEP350,0.14157215567317039,7.243567857056629,0.4586193698022626,0.6493784398251526,0.8083142152273506,-6.013460602598971,0.45462584242713194,0.6690251039788797,0.6132730119806397,CEP350
PVM_CD163,CHD2,1.550866368287232,6.793148092291407,4.648972653095561,7.561408874939231e-5,0.0038338053316780245,1.4103591900862291,3.957892131821097,0.6159910333286314,0.6159910333286314,CHD2
PVM_GPNMB,CHD2,0.8911375597527345,7.004928712741016,3.7544834267784633,6.820132299224494e-4,0.01416894500627703,-0.6182781011223399,3.396709521066831,0.6159910333286314,0.6159910333286314,CHD2
Adapt_TMEM163,CHD2,1.1529759365255794,7.058745069115908,3.7846841109155434,7.214167433155251e-4,0.014621072732591599,-0.59219571380285,3.381307829781652,0.6159910333286314,0.6159910333286314,CHD2
